"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Plant.height_m_BIEN"
"Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","Yellow",1397.9225,30.2525991922669,13.3244474615385,289.026250425,35.1649434323077,"6",2.87263636363636,1.04941666666667
"Arrhenatherum elatius subsp. elatius","Arrhenatherum elatius","Yellow",1397.9225,30.2525991922669,13.3244474615385,289.026250425,35.1649434323077,"6",2.87263636363636,1.04941666666667
"Artemisia","Artemisia abrotanum_Artemisia absinthium_Artemisia annua_Artemisia herba-alba_Artemisia verlotiorum_Artemisia vulgaris","",2343.20638888889,27.9328705284444,17.143,232.263055555556,NA,"7_7_8_8_9",0.12725,1.11125
"Artemisia abrotanum","Artemisia abrotanum","",NA,NA,NA,NA,NA,"7",NA,0.8
"Artemisia absinthium","Artemisia absinthium","",2475.5,30.3645919766667,NA,220.5,NA,"7_8",0.12,0.84375
"Artemisia annua","Artemisia annua","",639.692833333333,29.3116666666667,17.143,218.289166666667,NA,"8",0.0225,0.9625
"Artemisia herba-alba","Artemisia herba-alba","",NA,NA,NA,NA,NA,"",0.2,NA
"Artemisia verlotiorum","Artemisia verlotiorum","",NA,NA,NA,NA,NA,"9",NA,1.6
"Artemisia vulgaris","Artemisia vulgaris","",3914.42633333333,24.122352942,NA,258,NA,"7",0.1665,1.35
"Arthonia arthonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arum","Arum italicum_Arum maculatum","",10496.6666666667,33.26,NA,117.666666666667,NA,"4",79.353,0.259166666666667
"Arum italicum","Arum italicum","",NA,NA,NA,NA,NA,"",39,NA
"Arum maculatum","Arum maculatum","",10496.6666666667,33.26,NA,117.666666666667,NA,"4",119.706,0.259166666666667
"Arundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arundo donax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arundo plinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asclepias syriaca","Asclepias syriaca","",NA,15.3414905777778,15.2992292082336,191.899553333333,42.445,"6_7_8",5.948946375,0.071372096
"Asparagaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asparagus","Asparagus acutifolius_Asparagus officinalis","",22.6217,10.9271739090909,NA,303.597,NA,"5_6_7",29.6531790909091,1.05
"Asparagus acutifolius","Asparagus acutifolius","",NA,NA,NA,NA,NA,"",35.895,NA
"Asparagus officinalis","Asparagus officinalis","",22.6217,10.9271739090909,NA,303.597,NA,"5_6_7",23.4113581818182,1.05
"Asparagus tenuifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asperugo procumbens","Asperugo procumbens","",482,69.792,NA,80.908,NA,"5",NA,0.35
"Asperula","Asperula aristata_Asperula arvensis_Asperula cynanchica","",17.5,27.672,NA,309.742,NA,"5_6",0.74,0.24375
"Asperula aristata","Asperula aristata","",NA,NA,NA,NA,NA,"",0.74,NA
"Asperula arvensis","Asperula arvensis","",NA,NA,NA,NA,NA,"5",NA,0.225
"Asperula cynanchica","Asperula cynanchica","",17.5,27.672,NA,309.742,NA,"6",NA,0.2625
"Asphodelus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asphodelus ramosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus","Astragalus boeticus_Astragalus cicer_Astragalus glycyphyllos_Astragalus hamosus","White",2467.93,26.2426923076923,NA,241.285,NA,"6",10.4195821078431,0.502083333333333
"Astragalus alopecurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus boeticus","Astragalus boeticus","",NA,NA,NA,NA,NA,"",30,NA
"Astragalus cicer","Astragalus cicer","White",2215.36,26.25,NA,210.07,NA,"6",3.42941176470588,0.425
"Astragalus glycyphyllos","Astragalus glycyphyllos","",2720.5,26.2353846153846,NA,272.5,NA,"6",5.43891666666667,0.579166666666667
"Astragalus hamosus","Astragalus hamosus","",NA,NA,NA,NA,NA,"",2.81,NA
"Astragalus sesameus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atocion armeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex","Atriplex calotheca_Atriplex glabriuscula_Atriplex halimus_Atriplex hortensis_Atriplex littoralis_Atriplex oblongifolia_Atriplex patula_Atriplex prostrata_Atriplex sagittata_Atriplex tatarica","",1445.7241875,16.9651818883457,13.4575,183.027470238095,38.45,"6_7_7_8",2.79655925,0.676021825396825
"Atriplex calotheca","Atriplex calotheca","",2149.5,17.299,NA,198.354,NA,"6",NA,0.735714285714286
"Atriplex glabriuscula","Atriplex glabriuscula","",2737.25,16.2075,NA,168.02,NA,"6",2.54,0.495
"Atriplex halimus","Atriplex halimus","",NA,11.431110884,9.772,NA,52,"",1.935,NA
"Atriplex hortensis","Atriplex hortensis","",1225,17.388,NA,216.66,NA,"7",5.6,0.6
"Atriplex littoralis","Atriplex littoralis","",868.75,15.045625,NA,147.541428571429,24.9,"7",1.555,0.728888888888889
"Atriplex oblongifolia","Atriplex oblongifolia","",319.16,16.775,17.143,200.892,NA,"7",NA,0.625
"Atriplex patula","Atriplex patula","",1222.5,17.375,NA,164.25,NA,"7_8",1.3445,0.946428571428571
"Atriplex prostrata","Atriplex prostrata","",2638.006,20.9269011111111,NA,144.333333333333,NA,"7",5.991974,0.885714285714286
"Atriplex sagittata","Atriplex sagittata","",NA,NA,NA,NA,NA,"7",2.656,NA
"Atriplex tatarica","Atriplex tatarica","",405.6275,20.2385,NA,224.169,NA,"7",0.75,0.391428571428571
"Avena","Avena barbata_Avena fatua_Avena sativa_Avena sterilis_Avena strigosa","Yellow",2742.58374801865,31.2670950931892,10.5704901944444,200.9086,44.432158034188,"6_6_7",15.9882538234848,0.758760666666667
"Avena barbata","Avena barbata","",385.422727272727,30.8420543267925,8.7868465,237.666666666667,50.294045,"",8.988584875,0.333333333333333
"Avena barbata subsp. barbata","Avena barbata","",385.422727272727,30.8420543267925,8.7868465,237.666666666667,50.294045,"",8.988584875,0.333333333333333
"Avena fatua","Avena fatua","Yellow",4630.99184615385,31.4908931477715,12.4881044166667,242,37.7515307692308,"6_7",9.35659333333333,0.7625
"Avena fatua subsp. fatua","Avena fatua","Yellow",4630.99184615385,31.4908931477715,12.4881044166667,242,37.7515307692308,"6_7",9.35659333333333,0.7625
"Avena sativa","Avena sativa","Yellow",5793.12916666667,32.2553279913821,10.4365196666667,156.593333333333,45.2508983333333,"6",33.6200909090909,0.90025
"Avena sativa subsp. sativa","Avena sativa","Yellow",5793.12916666667,32.2553279913821,10.4365196666667,156.593333333333,45.2508983333333,"6",33.6200909090909,0.90025
"Avena sterilis","Avena sterilis","",925.375,32.3352,NA,160.855,NA,"6",9.476,0.28022
"Avena sterilis subsp. ludoviciana","Avena sterilis","",925.375,32.3352,NA,160.855,NA,"6",9.476,0.28022
"Avena strigosa","Avena strigosa","",1978,29.412,NA,207.428,NA,"",18.5,1.5175
"Avenella flexuosa","Avenella flexuosa","Yellow",NA,NA,NA,NA,NA,"",NA,NA
"Avenula pubescens","Avenula pubescens","",855,20.2519424855556,NA,281.019117583333,NA,"",NA,0.498518518522222
"Ballota nigra","Ballota nigra","",717,21.25,NA,222,NA,"6",0.9286,0.625
"Barbarea","Barbarea intermedia_Barbarea stricta_Barbarea verna_Barbarea vulgaris","",5970.50330864198,31.1811031111111,NA,151.375777777778,NA,"4_5",0.7523489375,0.4615625
"Barbarea intermedia","Barbarea intermedia","",2627.83333333333,23.9583333333333,NA,147.533333333333,NA,"4",NA,0.364166666666667
"Barbarea stricta","Barbarea stricta","",712,43.136,NA,132.594,NA,"4",NA,0.57375
"Barbarea verna","Barbarea verna","",NA,NA,NA,NA,NA,"4",0.86,0.35
"Barbarea vulgaris","Barbarea vulgaris","",14571.6765925926,26.448976,NA,174,NA,"5",0.644697875,0.558333333333333
"Bassia","Bassia scoparia","",95.375,23.9171428571429,NA,195.694285714286,NA,"7",0.635,1.01571428571429
"Bassia scoparia","Bassia scoparia","",95.375,23.9171428571429,NA,195.694285714286,NA,"7",0.635,1.01571428571429
"Bassia scoparia var. scoparia","Bassia scoparia","",95.375,23.9171428571429,NA,195.694285714286,NA,"7",0.635,1.01571428571429
"Bellardia trixago","Bellardia trixago","",145.455,24.9585,NA,NA,NA,"",NA,0.2487
"Bellardia viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellevalia trifoliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellis","Bellis perennis","",358.8495,27.9817033727273,NA,129.284229866667,NA,"1",0.1287879,0.0685248571428571
"Bellis annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellis perennis","Bellis perennis","",358.8495,27.9817033727273,NA,129.284229866667,NA,"1",0.1287879,0.0685248571428571
"Bellis sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berberis vulgaris","Berberis vulgaris","",305.94,10.6396781354811,10.33,256.5,23,"4",15.4873772857143,1.84642857142857
"Berteroa incana","Berteroa incana","",141.25,19.4641666666667,NA,244.57,35.4216666666667,"5_6",0.3845,0.325
"Berula erecta","Berula erecta","White",3582.875,24.3614285714286,NA,88.5271428571429,NA,"7",0.695,0.496875
"Beta","Beta vulgaris","",28674.3333333333,21.9313216711111,9.772,83.92,38.1,"7",19.7249405940594,1.01364285714286
"Beta vulgaris","Beta vulgaris","",28674.3333333333,21.9313216711111,9.772,83.92,38.1,"7",19.7249405940594,1.01364285714286
"Beta vulgaris subsp. maritima","Beta vulgaris","",28674.3333333333,21.9313216711111,9.772,83.92,38.1,"7",19.7249405940594,1.01364285714286
"Beta vulgaris subsp. vulgaris","Beta vulgaris","",28674.3333333333,21.9313216711111,9.772,83.92,38.1,"7",19.7249405940594,1.01364285714286
"Betonica alopecuros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betonica officinalis","Betonica officinalis","",NA,NA,NA,NA,NA,"7",1.1745,NA
"Betula","Betula pendula_Betula pubescens","Brown",979.74,14.2720881045621,15.2932954545455,273,28.1553707833333,"4",0.339795162337662,12.3334036724273
"Betula pendula","Betula pendula","Brown",1069.48,15.1445311045607,15.5355909090909,273,28.2166666666667,"4",0.421202181818182,13.5256842105263
"Betula pubescens","Betula pubescens","",890,13.3996451045635,15.051,NA,28.0940749,"4",0.258388142857143,11.1411231343284
"Bidens","Bidens bipinnata_Bidens frondosa_Bidens tripartita","Yellow",20128.2557640143,33.1198108839583,NA,166.589590909091,NA,"7_8",2.583,0.584375
"Bidens bipinnata","Bidens bipinnata","",NA,NA,NA,NA,NA,"",3.197625,NA
"Bidens frondosa","Bidens frondosa","Yellow",23303.85,32.9661428216667,NA,182.581,NA,"7_8",2.825375,0.64375
"Bidens subalternans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bidens tripartita","Bidens tripartita","Yellow",16952.6615280286,33.27347894625,NA,150.598181818182,NA,"",1.726,0.525
"Bifora radians","Bifora radians","",1391.35,43.834,NA,126.898,NA,"5",NA,0.345714285714286
"Bifora testiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscutella auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biserrula pelecinus","Biserrula pelecinus","",174.510496183206,35.8976145038168,NA,NA,NA,"",NA,0.0652490706319703
"Bistorta officinalis","Bistorta officinalis","Purple",NA,NA,NA,NA,NA,"5",NA,NA
"Bituminaria bituminosa","Bituminaria bituminosa","",NA,NA,NA,NA,NA,"",37.45,NA
"Blackstonia perfoliata","Blackstonia perfoliata","",453.75,32.435,NA,215.234285714286,NA,"6",0.01,0.230625
"Blackstonia perfoliata subsp. perfoliata","Blackstonia perfoliata","",453.75,32.435,NA,215.234285714286,NA,"6",0.01,0.230625
"Bolboschoenus maritimus","Bolboschoenus maritimus","",1705.1365,12.4066533333333,NA,279.15,NA,"6_7",2.28132742857143,1.03652941176471
"Bombycilaena erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boraginaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borago officinalis","Borago officinalis","",3946,24.848,NA,141.733,NA,"6",17.045,0.31
"Bothriochloa barbinodis","Bothriochloa barbinodis","Yellow",1205.2155,NA,NA,NA,NA,"",NA,NA
"Bothriochloa ischaemum","Bothriochloa ischaemum","",NA,15.873,8.092,NA,13.9,"7",0.763333333333333,0.19
"Brachypodium","Brachypodium distachyon_Brachypodium phoenicoides_Brachypodium pinnatum_Brachypodium rupestre_Brachypodium sylvaticum","",876.946527761712,28.7369222777113,9.85325,351.280513542657,21.635675,"6_6_7",2.97397648888889,0.644430555555556
"Brachypodium distachyon","Brachypodium distachyon","",446.254,29.8,9.909,NA,24.2095,"",3.98321577777778,NA
"Brachypodium phoenicoides","Brachypodium phoenicoides","",177.099473684211,16.67625,9.7975,NA,19.06185,"",3.2,NA
"Brachypodium pinnatum","Brachypodium pinnatum","",752.616923076923,24.3524917424242,NA,393.216481630769,NA,"6",2.49,0.445111111111111
"Brachypodium retusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachypodium rupestre","Brachypodium rupestre","",NA,NA,NA,NA,NA,"6",2.57,NA
"Brachypodium sylvaticum","Brachypodium sylvaticum","",2131.81571428571,44.1189473684211,NA,309.344545454545,NA,"6_7",2.62666666666667,0.84375
"Brachythecium rutabulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brassica","Brassica carinata_Brassica juncea_Brassica napus_Brassica nigra_Brassica oleracea_Brassica rapa_Brassica tournefortii","Yellow",4930.76530555556,25.7111502696078,NA,108.9215,NA,"4_5_6",1421.21204833355,0.6558512
"Brassica barrelieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brassica carinata","Brassica carinata","",NA,NA,NA,NA,NA,"",3.2,NA
"Brassica juncea","Brassica juncea","Yellow",NA,NA,NA,NA,NA,"6",2.517,0.65
"Brassica napus","Brassica napus","Yellow",NA,24.805,NA,NA,NA,"4",9934.2609245283,0.955
"Brassica napus var. napus","Brassica napus","Yellow",NA,24.805,NA,NA,NA,"4",9934.2609245283,0.955
"Brassica nigra","Brassica nigra","",6986.2995,26.4207816666667,NA,130.612,NA,"6",1.10496525,0.8205
"Brassica oleracea","Brassica oleracea","",4507.20416666667,25.75562,NA,56.4075,NA,"5",3.98715294117647,0.295256
"Brassica rapa","Brassica rapa","",3298.79225,25.8631994117647,NA,139.745,NA,"4",1.98618023076923,0.5585
"Brassica tournefortii","Brassica tournefortii","",NA,NA,NA,NA,NA,"",1.42811538461538,NA
"Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briza","Briza maxima_Briza media_Briza minor","",2190.07936788172,41.5754387879744,14.1977505833333,291.254728407692,34.0786616666667,"5",1.0109417989418,0.345602941176471
"Briza maxima","Briza maxima","",1050.431,48.8639860487231,14.1977505833333,NA,34.0786616666667,"",2.46222222222222,NA
"Briza media","Briza media","",5304.30710364516,21.4423303152,NA,291.254728407692,NA,"5",0.328888888888889,0.0912058823529412
"Briza minor","Briza minor","",215.5,54.42,NA,NA,NA,"",0.241714285714286,0.6
"Bromeliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromopsis benekenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromopsis erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromopsis inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromopsis ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromus","Bromus arvensis_Bromus commutatus_Bromus grossus_Bromus hordeaceus_Bromus japonicus_Bromus lanceolatus_Bromus lepidus_Bromus racemosus_Bromus secalinus_Bromus squarrosus","Yellow",7692.67434092593,26.9813457697381,11.4706414538462,256.69898989899,31.1955469230769,"5_6",4.28675565686274,0.47905569980315
"Bromus arvensis","Bromus arvensis","Yellow",1085,21.7785714285714,NA,276,NA,"5",1.75625,0.353
"Bromus arvensis subsp. arvensis","Bromus arvensis","Yellow",1085,21.7785714285714,NA,276,NA,"5",1.75625,0.353
"Bromus commutatus","Bromus commutatus","",898.0179,26.8531292307692,NA,229.338,NA,"6",3.905303,0.64
"Bromus commutatus subsp. decipiens","Bromus commutatus","",898.0179,26.8531292307692,NA,229.338,NA,"6",3.905303,0.64
"Bromus grossus","Bromus grossus","",40196.1072,32.286,NA,291.088,NA,"6",NA,0.29
"Bromus hordeaceus","Bromus hordeaceus","",80.2235683333333,31.110411268302,13.0322829076923,287.940909090909,40.3929938461538,"5",2.64598094117647,0.136945598425197
"Bromus hordeaceus subsp. hordeaceus","Bromus hordeaceus","",80.2235683333333,31.110411268302,13.0322829076923,287.940909090909,40.3929938461538,"5",2.64598094117647,0.136945598425197
"Bromus hordeaceus subsp. thominei","Bromus hordeaceus","",80.2235683333333,31.110411268302,13.0322829076923,287.940909090909,40.3929938461538,"5",2.64598094117647,0.136945598425197
"Bromus japonicus","Bromus japonicus","",412.5,27.464,NA,286.6,NA,"5",2.018,0.314285714285714
"Bromus lanceolatus","Bromus lanceolatus","",65,25.93,9.909,276,21.9981,"",NA,NA
"Bromus lepidus","Bromus lepidus","",NA,NA,NA,NA,NA,"6",NA,NA
"Bromus racemosus","Bromus racemosus","",2424.25,28.744,NA,177.904,NA,"6",4.08,0.7375
"Bromus secalinus","Bromus secalinus","",1914,19.898,NA,290.25,NA,"6",11.315,0.9
"Bromus squarrosus","Bromus squarrosus","",22158.9704,28.768,NA,195.17,NA,"5",NA,0.460714285714286
"Bryonia","Bryonia alba_Bryonia dioica","",4792,30.866,NA,169.526,NA,"6",11.4,3
"Bryonia alba","Bryonia alba","",4792,30.866,NA,169.526,NA,"6",NA,3
"Bryonia dioica","Bryonia dioica","",NA,NA,NA,NA,NA,"6",11.4,NA
"Bryonia dioica subsp. dioica","Bryonia dioica","",NA,NA,NA,NA,NA,"6",11.4,NA
"Bryum dichotomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buglossoides","Buglossoides arvensis","",202.6083,27.05228,NA,NA,NA,"4",6.070137,NA
"Buglossoides arvensis","Buglossoides arvensis","",202.6083,27.05228,NA,NA,NA,"4",6.070137,NA
"Bunias erucago","Bunias erucago","",NA,NA,NA,NA,NA,"5",NA,0.2
"Bunias orientalis","Bunias orientalis","",8597.515,23.543264895,NA,148.649,NA,"5",25.4,0.757777777777778
"Bunium","Bunium bulbocastanum","",745,18.138,NA,151.878,NA,"6",NA,0.421875
"Bunium bulbocastanum","Bunium bulbocastanum","",745,18.138,NA,151.878,NA,"6",NA,0.421875
"Bunium pachypodum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buphthalmum salicifolium","Buphthalmum salicifolium","",914,27.448,NA,178.884,NA,"6",0.36,0.342857142857143
"Bupleurum rotundifolium","Bupleurum rotundifolium","",2835.83333333333,27.7153333333333,NA,277.221333333333,NA,"6",2.74,0.3
"Bupleurum subovatum","Bupleurum subovatum","",NA,NA,NA,NA,NA,"",12.2,NA
"Bupleurum tenuissimum","Bupleurum tenuissimum","",63,35.176,NA,186.402,NA,"8",1.555,0.215625
"Cakile maritima","Cakile maritima","",866.6491,17.00836625,NA,89.3326666666667,NA,"7",8.8831825,0.241666666666667
"Calamagrostis","Calamagrostis canescens_Calamagrostis epigejos","",2162.36360021667,15.334250951697,NA,376.79,17.99,"7",0.062,0.97
"Calamagrostis canescens","Calamagrostis canescens","",737.5,16.1827272727273,NA,361,NA,"7",0.06,0.94
"Calamagrostis epigejos","Calamagrostis epigejos","",3587.22720043333,14.4857746306667,NA,392.58,17.99,"7",0.064,1
"Calendula","Calendula arvensis_Calendula officinalis","",948,32.782,NA,97.898,NA,"6",3.2428,0.2375
"Calendula arvensis","Calendula arvensis","",948,32.782,NA,97.898,NA,"6",2.6,0.15
"Calendula officinalis","Calendula officinalis","",NA,NA,NA,NA,NA,"6",3.8856,0.325
"Calepina irregularis","Calepina irregularis","",NA,NA,NA,NA,NA,"5",NA,0.275
"Camelina","Camelina alyssum_Camelina microcarpa_Camelina rumelica_Camelina sativa","",442.25,20.092,NA,148.59,NA,"5_5_6",1.12229464285714,0.33
"Camelina alyssum","Camelina alyssum","",NA,NA,NA,NA,NA,"5",2.65,0.275
"Camelina microcarpa","Camelina microcarpa","",442.25,20.092,NA,148.59,NA,"5",0.28875,0.3
"Camelina rumelica","Camelina rumelica","",NA,NA,NA,NA,NA,"",0.4,NA
"Camelina sativa","Camelina sativa","",NA,NA,NA,NA,NA,"5_6",1.15042857142857,0.415
"Camelina sativa var. pilosa","Camelina sativa","",NA,NA,NA,NA,NA,"5_6",1.15042857142857,0.415
"Campanula","Campanula glomerata_Campanula patula_Campanula persicifolia_Campanula rapunculoides_Campanula rapunculus_Campanula rotundifolia","Purple",920.078438250377,32.2831291734017,NA,192.992302228355,18.80804,"5_6_6_7",0.0897908666666667,0.302659287629803
"Campanula erinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campanula glomerata","Campanula glomerata","",916,24.3817567575,NA,221.333333333333,NA,"6",0.128,0.19125
"Campanula patula","Campanula patula","",NA,32.712,NA,NA,NA,"5",0.025,0.284375
"Campanula persicifolia","Campanula persicifolia","",501,31.6425,NA,174.707,NA,"6",0.1,0.4
"Campanula rapunculoides","Campanula rapunculoides","",2493.49941176471,35.5743992506522,NA,146.119463522727,NA,"6",0.14,0.192841011493103
"Campanula rapunculus","Campanula rapunculus","",617.5,42.841,NA,164.516,NA,"6",NA,0.5
"Campanula rotundifolia","Campanula rotundifolia","Purple",72.3927794871795,26.5471190322581,NA,258.285714285714,18.80804,"6_7",0.0559543333333333,0.247489714285714
"Cannabis sativa","Cannabis sativa","",4865.875,28.316,NA,238.533,NA,"7",18.25,1.2
"Capsella","Capsella bursa-pastoris","",1642.17175,29.5958283209091,NA,161.953636363636,34.022475,"1_4_5",0.1164122,0.167777777777778
"Capsella bursa-pastoris","Capsella bursa-pastoris","",1642.17175,29.5958283209091,NA,161.953636363636,34.022475,"1_4_5",0.1164122,0.167777777777778
"Capsella rubella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardamine","Cardamine flexuosa_Cardamine hirsuta_Cardamine pratensis","",673.752058333333,30.5400785304359,NA,151.5,NA,"3_4",0.274648071428571,0.245785714285714
"Cardamine flexuosa","Cardamine flexuosa","",661,40.87157,NA,129,NA,"4",0.1116565,0.25
"Cardamine hirsuta","Cardamine hirsuta","",333.256175,27.7555676923077,NA,126,NA,"3",0.112287714285714,0.1595
"Cardamine pratensis","Cardamine pratensis","",1027,22.993097899,NA,199.5,NA,"4",0.6,0.327857142857143
"Cardueae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus","Carduus acanthoides_Carduus crispus_Carduus nutans_Carduus personata_Carduus pycnocephalus_Carduus tenuiflorus","Purple",4466.37231944444,19.5159122053571,NA,128.339841269841,NA,"5_7_6_7",3.17632,0.86
"Carduus acanthoides","Carduus acanthoides","",6264.75,20.2214285714286,NA,126.352857142857,NA,"6",2.49,0.65
"Carduus crispus","Carduus crispus","",2535.36695833333,19.47222025,NA,131,NA,"5_7",1.6,1.125
"Carduus crispus subsp. crispus","Carduus crispus","",2535.36695833333,19.47222025,NA,131,NA,"5_7",1.6,1.125
"Carduus litigiosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus nutans","Carduus nutans","Purple",4599,17.05,NA,127.666666666667,NA,"7",2.53,0.6
"Carduus personata","Carduus personata","",NA,NA,NA,NA,NA,"7",NA,0.825
"Carduus pycnocephalus","Carduus pycnocephalus","",NA,21.32,NA,NA,NA,"",5.4906,1.1
"Carduus tenuiflorus","Carduus tenuiflorus","",NA,NA,NA,NA,NA,"",3.771,NA
"Carex","Carex acuta_Carex caryophyllea_Carex curvula_Carex distans_Carex disticha_Carex divulsa_Carex echinata_Carex ericetorum_Carex flacca_Carex halleriana_Carex hirta_Carex leporina_Carex muricata_Carex nigra_Carex otrubae_Carex pairae_Carex pallescens_Carex paniculata_Carex pendula_Carex remota_Carex riparia_Carex spicata_Carex vulpina","Green",2533.94397058824,18.2336988380276,9.909,311.148042052936,18.61665,"4_5_6",1.31406092436975,0.37029922839483
"Carex acuta","Carex acuta","",2455.25,14.8601393033333,NA,331.126,NA,"5",NA,0.9
"Carex caryophyllea","Carex caryophyllea","",387.5,20.63559724,NA,312.457495983333,NA,"4",0.879625,0.121666666666667
"Carex curvula","Carex curvula","",NA,8.8,NA,NA,NA,"",2.12,NA
"Carex distans","Carex distans","",265.25,19.943,NA,299.492,NA,"6",1.2,0.2
"Carex disticha","Carex disticha","",NA,14.46,NA,329.26,NA,"5",NA,0.425
"Carex divulsa","Carex divulsa","",1074.1,26.2442857142857,NA,224.285714285714,NA,"5",1.94,0.275
"Carex echinata","Carex echinata","Green",218,16.3688888888889,NA,365.5,NA,"5",0.813333333333333,0.25
"Carex ericetorum","Carex ericetorum","",NA,NA,NA,NA,NA,"4",NA,0.135
"Carex flacca","Carex flacca","",634.75,15.3288535493947,NA,327.9652486125,NA,"5",0.788125,0.271527777777778
"Carex halleriana","Carex halleriana","",NA,15.6857142857143,9.909,388.5,18.61665,"4",1.9055,0.1274
"Carex hirta","Carex hirta","",1718.5625,17.9362895106667,NA,295.140909090909,NA,"5",2.41,0.45
"Carex leersii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex leporina","Carex leporina","",NA,NA,NA,NA,NA,"",0.4815,NA
"Carex muricata","Carex muricata","",380.5,16.57449026875,NA,334.7255977,NA,"5",1.84428571428571,0.2435416666625
"Carex nigra","Carex nigra","",159.176666666667,19.2019230769231,NA,365.432,NA,"5",0.806666666666667,0.14125
"Carex otrubae","Carex otrubae","",2344,18.3,NA,318,NA,"5",1.49,NA
"Carex pairae","Carex pairae","",NA,NA,NA,NA,NA,"5",NA,NA
"Carex pallescens","Carex pallescens","",526.5,29.788,NA,268.53,NA,"5",NA,0.325
"Carex paniculata","Carex paniculata","",4053.5,15.5118181818182,NA,298.971428571429,NA,"5",0.87,0.525
"Carex pendula","Carex pendula","",12540,13.3,NA,301.5,NA,"6",0.665,0.5
"Carex remota","Carex remota","",318,25.75,NA,254,NA,"6",0.45,0.45
"Carex riparia","Carex riparia","",14070.25,12.1969127557778,NA,326.518571428571,NA,"6",NA,1.05
