"synonym_taxa","synonym_full_name","accepted_taxa"
"Panicum viride longisetum","Panicum viride var. longisetum Döll","Setaria italica subsp. viridis"
"Panicum viride maius","Panicum viride var. maius Gaudin","Setaria italica subsp. viridis"
"Panicum viride major","Panicum viride var. major Gaudin","Setaria italica subsp. viridis"
"Panicum viride nanum","Panicum viride var. nanum Lej. & Courtois","Setaria italica subsp. viridis"
"Panicum viride reclinatum","Panicum viride var. reclinatum (Vill) Asch. & Graebn.","Setaria italica subsp. viridis"
"Panicum viride semiaristatum","Panicum viride var. semiaristatum Pauquy","Setaria italica subsp. viridis"
"Panicum viride triangulare","Panicum viride var. triangulare Pauquy","Setaria italica subsp. viridis"
"Panicum viride weinmanni","Panicum viride var. weinmanni (Roem. & Schult.) Kneuck.","Setaria italica subsp. viridis"
"Panicum viride weinmennii","Panicum viride var. weinmennii (Roem. & Schult.) Asch. & Graebn.","Setaria italica subsp. viridis"
"Panicum viridescens","Panicum viridescens Steud.","Setaria italica subsp. viridis"
"Pennisetum italicum viride","Pennisetum italicum subsp. viride (L.) Körn.","Setaria italica subsp. viridis"
"Pennisetum viride","Pennisetum viride (L.) R.Br.","Setaria italica subsp. viridis"
"Pennisetum viride brevisetum","Pennisetum viride subsp. brevisetum Döll","Setaria italica subsp. viridis"
"Setaria arenaria","Setaria arenaria Kitag.","Setaria italica subsp. viridis"
"Setaria chlorantha","Setaria chlorantha Schur","Setaria italica subsp. viridis"
"Setaria comosa","Setaria comosa (Steud.) Miq.","Setaria italica subsp. viridis"
"Setaria comosa pilosa","Setaria comosa subsp. pilosa (Honda) Honda","Setaria italica subsp. viridis"
"Setaria depressa","Setaria depressa Honda","Setaria italica subsp. viridis"
"Setaria fallax","Setaria fallax Lojac.","Setaria italica subsp. viridis"
"Setaria gigantea","Setaria gigantea (Franch. & Sav.) Makino","Setaria italica subsp. viridis"
"Setaria gigantea pilosa","Setaria gigantea subsp. pilosa (Honda) Makino & Nemoto","Setaria italica subsp. viridis"
"Setaria glareosa","Setaria glareosa Petrov","Setaria italica subsp. viridis"
"Setaria italica major","Setaria italica subsp. major (Gaudich.) Ohwi","Setaria italica subsp. viridis"
"Setaria italica pycnocoma","Setaria italica subsp. pycnocoma (Steud.) De Wet","Setaria italica subsp. viridis"
"Setaria italica viridis","Setaria italica subsp. viridis (L.) Thell.","Setaria italica subsp. viridis"
"Setaria italica weinmannii","Setaria italica subsp. weinmannii (Roem. & Schult.) B.Bock","Setaria italica subsp. viridis"
"Setaria italica maior","Setaria italica var. maior (Gaudin) Ohwi","Setaria italica subsp. viridis"
"Setaria italica maritima","Setaria italica var. maritima (Lam.) Podp.","Setaria italica subsp. viridis"
"Setaria italica pachystachys","Setaria italica var. pachystachys (Franch. & Sav.) B.Bock","Setaria italica subsp. viridis"
"Setaria ketzchovelii","Setaria ketzchovelii Menabde & Erizin","Setaria italica subsp. viridis"
"Alopecurus rubicundus","Alopecurus rubicundus Buch.-Ham.","Setaria parviflora"
"Cenchrus parviflorus","Cenchrus parviflorus Lam., 1804","Setaria parviflora"
"Cenchrus polystachios","Cenchrus polystachios (L.) Morrone","Setaria parviflora"
"Chaetochloa corrugata parviflora","Chaetochloa corrugata var. parviflora (Poir.) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa flava","Chaetochloa flava (Nees) Kuhlm.","Setaria parviflora"
"Chaetochloa geniculata","Chaetochloa geniculata (Poir.) Millsp. & Chase","Setaria parviflora"
"Chaetochloa geniculata geniculata","Chaetochloa geniculata var. geniculata","Setaria parviflora"
"Chaetochloa geniculata perennis","Chaetochloa geniculata var. perennis (Hall) House","Setaria parviflora"
"Chaetochloa geniculata purpurascens","Chaetochloa geniculata var. purpurascens (Elliott) Farw.","Setaria parviflora"
"Chaetochloa glauca perennis","Chaetochloa glauca var. perennis E.P.Bicknell, 1898","Setaria parviflora"
"Chaetochloa gracilis","Chaetochloa gracilis (Kunth) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa imberbis","Chaetochloa imberbis (Poir.) Scribn.","Setaria parviflora"
"Chaetochloa imberbis geniculata","Chaetochloa imberbis var. geniculata (Poir.) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa imberbis imberbis","Chaetochloa imberbis var. imberbis","Setaria parviflora"
"Chaetochloa imberbis penicillata","Chaetochloa imberbis var. penicillata (J.Presl) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa imberbis perennis","Chaetochloa imberbis var. perennis (Hall) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa imberbis streptobotrys","Chaetochloa imberbis var. streptobotrys (E.Fourn.) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa imberbis versicolor","Chaetochloa imberbis var. versicolor (E.P.Bicknell) W.Stone","Setaria parviflora"
"Chaetochloa laevigata","Chaetochloa laevigata Scribn.","Setaria parviflora"
"Chaetochloa occidentalis","Chaetochloa occidentalis Nash","Setaria parviflora"
"Chaetochloa parviflora","Chaetochloa parviflora (Poir.) Scribn.","Setaria parviflora"
"Chaetochloa penicillata","Chaetochloa penicillata (J.Presl) Scribn.","Setaria parviflora"
"Chaetochloa perennis","Chaetochloa perennis (Hall) C.Bicknell","Setaria parviflora"
"Chaetochloa purpurascens","Chaetochloa purpurascens (Kunth) Scribn. & Merr.","Setaria parviflora"
"Chaetochloa ventenatii","Chaetochloa ventenatii Nash","Setaria parviflora"
"Chaetochloa versicolor","Chaetochloa versicolor C.Bicknell","Setaria parviflora"
"Chaetochloa viridis purpurascens","Chaetochloa viridis var. purpurascens (Kunth) Honda","Setaria parviflora"
"Chamaeraphis glauca geniculata","Chamaeraphis glauca var. geniculata (Poir.) Kuntze","Setaria parviflora"
"Chamaeraphis glauca imberbis","Chamaeraphis glauca var. imberbis (Poir.) Kuntze","Setaria parviflora"
"Chamaeraphis glauca laevigata","Chamaeraphis glauca var. laevigata (Nutt.) Beal","Setaria parviflora"
"Chamaeraphis glauca penicillata","Chamaeraphis glauca var. penicillata (J.Presl) Kuntze","Setaria parviflora"
"Chamaeraphis glauca perennis","Chamaeraphis glauca var. perennis (Hall) Beal","Setaria parviflora"
"Chamaeraphis gracilis","Chamaeraphis gracilis (Kunth) Kuntze","Setaria parviflora"
"Chamaeraphis imberbis","Chamaeraphis imberbis (Poir.) Kuntze","Setaria parviflora"
"Chamaeraphis penicillata","Chamaeraphis penicillata (J.Presl) Stuck.","Setaria parviflora"
"Chamaeraphis ventenatii","Chamaeraphis ventenatii Beal","Setaria parviflora"
"Echinochloa geniculata","Echinochloa geniculata (Poir.) Millsp.","Setaria parviflora"
"Gymnothrix geniculata","Gymnothrix geniculata Schult.","Setaria parviflora"
"Gymnotrix polystachion","Gymnotrix polystachion (L.) Sw.","Setaria parviflora"
"Ixophorus glaucolaevigatus","Ixophorus glaucolaevigatus Chapm.","Setaria parviflora"
"Ixophorus glaucus laevigatus","Ixophorus glaucus var. laevigatus Chapm.","Setaria parviflora"
"Panicum adscendens","Panicum adscendens Hoffm.","Setaria parviflora"
"Panicum alopecuroideum","Panicum alopecuroideum Schreb.","Setaria parviflora"
"Panicum ascendens","Panicum ascendens Willd.","Setaria parviflora"
"Panicum beccabunga","Panicum beccabunga Rendle","Setaria parviflora"
"Panicum berteronianum","Panicum berteronianum (Schult.) Steud.","Setaria parviflora"
"Panicum brachytrichum","Panicum brachytrichum Steud.","Setaria parviflora"
"Panicum brasiliense","Panicum brasiliense Spreng.","Setaria parviflora"
"Panicum congestum","Panicum congestum Döll","Setaria parviflora"
"Panicum dasyurum","Panicum dasyurum Nees","Setaria parviflora"
"Panicum flavum","Panicum flavum Nees","Setaria parviflora"
"Panicum fuscescens","Panicum fuscescens Willd.","Setaria parviflora"
"Panicum glaucum brasiliense","Panicum glaucum var. brasiliense Trin.","Setaria parviflora"
"Panicum glaucum purpurascens","Panicum glaucum var. purpurascens Elliott","Setaria parviflora"
"Panicum glaucum tejucense","Panicum glaucum var. tejucense (Nees) Steud.","Setaria parviflora"
"Panicum gobariense","Panicum gobariense Vanderyst","Setaria parviflora"
"Panicum imberbe","Panicum imberbe Poir.","Setaria parviflora"
"Panicum imberbe dasyurum","Panicum imberbe var. dasyurum (Nees) Döll","Setaria parviflora"
"Panicum imberbe glaucocaesium","Panicum imberbe var. glaucocaesium Döll","Setaria parviflora"
"Panicum imberbe gracile","Panicum imberbe var. gracile (Kunth) Kneuck.","Setaria parviflora"
"Panicum imberbe gracilis","Panicum imberbe var. gracilis (Kunth) Kneuck., 1905","Setaria parviflora"
"Panicum imberbe latifolium","Panicum imberbe var. latifolium Döll","Setaria parviflora"
"Panicum imberbe purpurascens","Panicum imberbe var. purpurascens (Kunth) Döll","Setaria parviflora"
"Panicum lutescens pumilum","Panicum lutescens f. pumilum Poir.","Setaria parviflora"
"Panicum lutescens flavum","Panicum lutescens var. flavum (Nees) Backer","Setaria parviflora"
"Panicum medium","Panicum medium Muhl.","Setaria parviflora"
"Panicum occidentale","Panicum occidentale (Nash) Nieuwl.","Setaria parviflora"
"Panicum penicillatum","Panicum penicillatum Willd.","Setaria parviflora"
"Panicum polystachion","Panicum polystachion L.","Setaria parviflora"
"Chaetochloa glauca purpurea","Chaetochloa glauca var. purpurea Farw.","Setaria pumila"
"Chaetochloa lutescens longispica","Chaetochloa lutescens var. longispica Honda","Setaria pumila"
"Panicum flavescens","Panicum flavescens Moench","Setaria pumila"
"Panicum glaucum elongatum","Panicum glaucum var. elongatum Mutel","Setaria pumila"
"Panicum glaucum flavescens","Panicum glaucum var. flavescens Elliott","Setaria pumila"
"Panicum glaucum humifusum","Panicum glaucum var. humifusum Lej.","Setaria pumila"
"Panicum glaucum laevigatum","Panicum glaucum var. laevigatum Torr.","Setaria pumila"
"Panicum glaucum prostrata","Panicum glaucum var. prostrata Bréb.","Setaria pumila"
"Panicum glaucum pumilum","Panicum glaucum var. pumilum (Poir.) Asch. & Graebn.","Setaria pumila"
"Panicum imberbe pumilum","Panicum imberbe var. pumilum (Poir.) Nees","Setaria pumila"
"Panicum luteum","Panicum luteum Gueldenst.","Setaria pumila"
"Panicum pallide-fuscum","Panicum pallide-fuscum Schumach.","Setaria pumila"
"Panicum rubiginosum","Panicum rubiginosum Steud.","Setaria pumila"
"Setaria aurea penicillata","Setaria aurea var. penicillata A.Chev.","Setaria pumila"
"Setaria aurea rubiginosa","Setaria aurea var. rubiginosa (Steud.) Peter","Setaria pumila"
"Setaria auricoma","Setaria auricoma Link","Setaria pumila"
"Setaria boninensis","Setaria boninensis Nakai","Setaria pumila"
"Setaria breviglumis","Setaria breviglumis St.-Lag.","Setaria pumila"
"Setaria dasyura","Setaria dasyura Schlecht.","Setaria pumila"
"Setaria erythraeae","Setaria erythraeae Mattei","Setaria pumila"
"Setaria glauca abyssinica","Setaria glauca f. abyssinica Pilg.","Setaria pumila"
"Setaria glauca humifusa","Setaria glauca subsp. humifusa Dumort.","Setaria pumila"
"Setaria glauca subtesselata","Setaria glauca subsp. subtesselata Buse","Setaria pumila"
"Setaria glauca bracteata","Setaria glauca var. bracteata Bolzon","Setaria pumila"
"Setaria glauca breviseta","Setaria glauca var. breviseta Buse","Setaria pumila"
"Setaria glauca compressa","Setaria glauca var. compressa Martrin-Donos","Setaria pumila"
"Setaria glauca dura","Setaria glauca var. dura (I.C.Chung) I.C.Chung","Setaria pumila"
"Setaria glauca elongata","Setaria glauca var. elongata (Pers.) Raddi","Setaria pumila"
"Setaria glauca ictura","Setaria glauca var. ictura Buse","Setaria pumila"
"Setaria glauca longiseta","Setaria glauca var. longiseta Vis.","Setaria pumila"
"Setaria glauca longispica","Setaria glauca var. longispica (Honda) Makino & Nemoto","Setaria pumila"
"Setaria glauca macrocarpa","Setaria glauca var. macrocarpa Hook.f.","Setaria pumila"
"Setaria glauca minutissima","Setaria glauca var. minutissima F.M.Bailey","Setaria pumila"
"Setaria glauca nodiflora","Setaria glauca var. nodiflora Goiran","Setaria pumila"
"Setaria glauca pallide-fusca","Setaria glauca var. pallide-fusca (Schumach.) T.Koyama","Setaria pumila"
"Setaria glauca prostrata","Setaria glauca var. prostrata (Bréb.) Bréb.","Setaria pumila"
"Setaria glauca pumila","Setaria glauca var. pumila (Poir.) Hegi","Setaria pumila"
"Setaria humifusa","Setaria humifusa (Dumort.) Dumort.","Setaria pumila"
"Setaria lutescens pumila","Setaria lutescens f. pumila (Poir.) Soó","Setaria pumila"
"Setaria lutescens dura","Setaria lutescens var. dura I.C.Chung","Setaria pumila"
"Setaria lutescens longispica","Setaria lutescens var. longispica (Honda) Honda","Setaria pumila"
"Setaria pallide-fusca","Setaria pallide-fusca (Schumach.) Stapf & C.E.Hubb.","Setaria pumila"
"Setaria pallide-fusca penicillata","Setaria pallide-fusca f. penicillata (Stapf & C.E.Hubb.) Stapf & C.E.Hubb.","Setaria pumila"
"Setaria pallide-fusca breviseta","Setaria pallide-fusca var. breviseta (Buse) Jansen","Setaria pumila"
"Setaria pallide-fusca ictura","Setaria pallide-fusca var. ictura (Buse) Jansen","Setaria pumila"
"Setaria pallide-fusca sericea","Setaria pallide-fusca var. sericea de Wit","Setaria pumila"
"Setaria pennicillata","Setaria pennicillata Nees ex Wall.","Setaria pumila"
"Setaria pumila pallide-fusca","Setaria pumila subsp. pallide-fusca (Schumach.) B.K.Simon","Setaria pumila"
"Setaria pumila pumila","Setaria pumila subsp. pumila","Setaria pumila"
"Setaria pumila subtesselata","Setaria pumila subsp. subtesselata (Buse) B.K.Simon","Setaria pumila"
"Setaria rubiginosa","Setaria rubiginosa (Steud.) Miq.","Setaria pumila"
"Setaria rubiginosa penicillata","Setaria rubiginosa f. penicillata Stapf & C.E.Hubb.","Setaria pumila"
"Setaria sciuroidea","Setaria sciuroidea C.Muell.","Setaria pumila"
"Setaria ustilata","Setaria ustilata de Wit","Setaria pumila"
"Seteria glauca","Seteria glauca","Setaria pumila"
"Seteria lutecens","Seteria lutecens Hubb.","Setaria pumila"
"Chaetochloa ambigua","Chaetochloa ambigua (Guss.) Scribn. & Merr.","Setaria verticillata"
"Chaetochloa verticillata","Chaetochloa verticillata (L.) Scribn.","Setaria verticillata"
"Chaetochloa verticillata breviseta","Chaetochloa verticillata subsp. breviseta (Mutel) Farw.","Setaria verticillata"
"Chamaeraphis italica densa","Chamaeraphis italica subsp. densa Kuntze","Setaria verticillata"
"Chamaeraphis italica verticillata","Chamaeraphis italica subsp. verticillata (L.) Kuntze","Setaria verticillata"
"Chamaeraphis italica ambigua","Chamaeraphis italica var. ambigua (Guss.) Kuntze","Setaria verticillata"
"Chamaeraphis verticillata","Chamaeraphis verticillata (L.) Porter","Setaria verticillata"
"Ixophorus verticillatus","Ixophorus verticillatus (L.) Nash","Setaria verticillata"
"Panicum ambiguum latifolium","Panicum ambiguum f. latifolium Freyn","Setaria verticillata"
"Panicum asperum","Panicum asperum Lam.","Setaria verticillata"
"Panicum decipiens","Panicum decipiens (F.W.Schultz) E.H.L.Krause","Setaria verticillata"
"Panicum decipiens schultheissii","Panicum decipiens f. schultheissii A.F.Schwarz","Setaria verticillata"
"Panicum floribundum","Panicum floribundum Willd.","Setaria verticillata"
"Panicum respiciens","Panicum respiciens Hochst. ex A.Rich.","Setaria verticillata"
"Panicum rude","Panicum rude Lam.","Setaria verticillata"
"Panicum verticillatum","Panicum verticillatum L.","Setaria verticillata"
"Panicum verticillatum brevisetum","Panicum verticillatum subsp. brevisetum Mutel","Setaria verticillata"
"Panicum verticillatum parviflorum","Panicum verticillatum subsp. parviflorum Döll","Setaria verticillata"
"Panicum verticillatum retrorsum","Panicum verticillatum subsp. retrorsum Asch. & Schweinf.","Setaria verticillata"
"Panicum verticillatum ambiguum","Panicum verticillatum var. ambiguum Guss.","Setaria verticillata"
"Panicum verticillatum antrorsum","Panicum verticillatum var. antrorsum A.Braun","Setaria verticillata"
"Panicum verticillatum arenosum","Panicum verticillatum var. arenosum (Schur) Asch. & Graebn.","Setaria verticillata"
"Panicum verticillatum coloratum","Panicum verticillatum var. coloratum Asch. & Graebn.","Setaria verticillata"
"Panicum verticillatum maior","Panicum verticillatum var. maior Thunb.","Setaria verticillata"
"Panicum verticillatum robustum","Panicum verticillatum var. robustum A.Braun ex Asch. & Graebn.","Setaria verticillata"
"Panicum verticillatum seticuliferum","Panicum verticillatum var. seticuliferum Pauquy","Setaria verticillata"
"Panicum verticillatum vulgare","Panicum verticillatum var. vulgare Döll","Setaria verticillata"
"Pennisetum verticillatum","Pennisetum verticillatum (L.) R.Br.","Setaria verticillata"
"Setaria adhaerens font-queri","Setaria adhaerens subsp. font-queri Calduch","Setaria verticillata"
"Setaria adhaerens verticillata","Setaria adhaerens subsp. verticillata (L.) Belo-Corr.","Setaria verticillata"
"Setaria adhaerens ambigua","Setaria adhaerens var. ambigua (Guss.) Belo-Corr.","Setaria verticillata"
