"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Dianthus armeria","Dianthus armeria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,830,1,"wfo-0000643086","urn:lsid:ipni.org:names:310755-2","893422","Dianthus armeria","species","wfo-4000011319","L.","Caryophyllaceae","","Caryophylleae","","Dianthus","","armeria","","species","Valid","Sp. Pl.: 410. 1753.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 410 1753 to Sp. Pl. : 410 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2763820 >The Plant L","https://www.europlusmed.org","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2763820","",FALSE,"","",""
"Dianthus carthusianorum","Dianthus carthusianorum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,831,1,"wfo-0000643249","urn:lsid:ipni.org:names:302053-2","893577","Dianthus carthusianorum","species","wfo-4000011319","L.","Caryophyllaceae","","Caryophylleae","","Dianthus","","carthusianorum","","species","Valid","Sp. Pl.: 409. 1753.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 409 1753 to Sp. Pl. : 409 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2763976 >The Plant L","https://www.europlusmed.org","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2763976","",FALSE,"","",""
"Dianthus carthusianorum carthusianorum","Dianthus carthusianorum carthusianorum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,832,1,"wfo-0000643249","urn:lsid:ipni.org:names:302053-2","893577","Dianthus carthusianorum","species","wfo-4000011319","L.","Caryophyllaceae","","Caryophylleae","","Dianthus","","carthusianorum","","species","Valid","Sp. Pl.: 409. 1753.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 409 1753 to Sp. Pl. : 409 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2763976 >The Plant L","https://www.europlusmed.org","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2763976","",FALSE,"","",""
"Dianthus caryophyllus","Dianthus caryophyllus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,833,1,"wfo-0000643278","urn:lsid:ipni.org:names:153205-1","893606","Dianthus caryophyllus","species","wfo-4000011319","L.","Caryophyllaceae","","Caryophylleae","","Dianthus","","caryophyllus","","species","Valid","Sp. Pl.: 410. 1753.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 410 1753 to Sp. Pl. : 410 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2764005 >The Plant L","https://www.europlusmed.org","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2764005","",FALSE,"","",""
"Dianthus deltoides","Dianthus deltoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,834,1,"wfo-0000643427","urn:lsid:ipni.org:names:302054-2","893745","Dianthus deltoides","species","wfo-4000011319","L.","Caryophyllaceae","","Caryophylleae","","Dianthus","","deltoides","","species","Valid","Sp. Pl.: 411. 1753.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 411 1753 to Sp. Pl. : 411 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2764144 >The Plant L","https://www.europlusmed.org","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2764144","",FALSE,"","",""
"Dichanthium ischaemum","Dichanthium ischaemum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,835,1,"wfo-0000853799","urn:lsid:ipni.org:names:1191417-2","399335","Bothriochloa ischaemum","species","wfo-4000005074","(L.) Keng","Poaceae","","","","Bothriochloa","","ischaemum","","species","Valid","Contr. Biol. Lab. Sci. Soc. China, Bot. Ser. 10: 201 (1936)","Accepted","","wfo-0000846840",NA,"Source in seed data: wcs Update namepublishedIn from Contr. Biol. Lab. Sci. Soc. China, Bot. Ser. 10: 201. 1936 to Contr. Biol. Lab. Sci. Soc. China, Bot. Ser. 10: 201 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be fo","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1191417-2","The Poaceae TEN","A","kew-399335","",TRUE,"Synonym","wfo-0000863582","Dichanthium ischaemum"
"Digitalis","Digitalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,836,1,"wfo-4000011699","urn:lsid:ipni.org:names:30112738-2","40030988","Digitalis","genus","wfo-7000000476","Tourn. ex L.","Plantaginaceae","","","","Digitalis","","","","genus","Valid","Sp. Pl. : 621 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 2: 621. 1753. (1 May 1753) to Sp. Pl. : 621 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Plan","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30112738-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Digitalis grandiflora","Digitalis grandiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,837,1,"wfo-0000647308","urn:lsid:ipni.org:names:60453625-2","897605","Digitalis grandiflora","species","wfo-4000011699","Mill.","Plantaginaceae","","","","Digitalis","","grandiflora","","species","Valid","Gard. Dict., ed. 8. : n.° 4 corr. (1768)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Gard. Dict., ed. 8. [erratum page; Digitalis no. 4 in text]. 1768 [16 Apr 1768] to Gard. Dict. ed. 8 : n.º 4 corr. (1768), information provided by Alan E. on email Jun. 07 2021 More details could be f","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60453625-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2768008","",FALSE,"","",""
"Digitalis purpurea","Digitalis purpurea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,838,1,"wfo-0000647394","urn:lsid:ipni.org:names:802077-1","897684","Digitalis purpurea","species","wfo-4000011699","L.","Plantaginaceae","","","","Digitalis","","purpurea","","species","Valid","Sp. Pl. : 621 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 621 1753 to Sp. Pl. : 621 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2768087 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:802077-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2768087","",FALSE,"","",""
"Digitaria","Digitaria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,839,1,"wfo-4000011700","urn:lsid:ipni.org:names:329395-2","40030995","Digitaria","genus","wfo-7000000483","Haller","Poaceae","","","","Digitaria","","","","genus","Valid","Hist. Stirp. Helv. 2: 244 (1768)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Hist. Stirp. Helv. 2: 244. 1768. to Hist. Stirp. Helv. 2: 244 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/bro","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329395-2","The Poaceae TEN","A","","",FALSE,"","",""
"Digitaria ischaemum","Digitaria ischaemum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,840,1,"wfo-0000864055","urn:lsid:ipni.org:names:398891-1","409080","Digitaria ischaemum","species","wfo-4000011700","(Schreb.) Muhl.","Poaceae","","","","Digitaria","","ischaemum","","species","Valid","Descr. Gram. : 131 (1817)","Accepted","","wfo-0000884693",NA,"Source in seed data: wcs Update namepublishedIn from Descr. Gram. 131 1817 to Descr. Gram. : 131 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-409080 >Th","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:398891-1","The Poaceae TEN","A","kew-409080","",FALSE,"","",""
"Digitaria sanguinalis","Digitaria sanguinalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,841,1,"wfo-0000864353","urn:lsid:ipni.org:names:399115-1","409361","Digitaria sanguinalis","species","wfo-4000011700","(L.) Scop.","Poaceae","","","","Digitaria","","sanguinalis","","species","Valid","Fl. Carniol., ed. 2, 1: 52 (1771)","Accepted","","wfo-0000886187",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Carniol. ed. 2, 1: 52 1771 to Fl. Carniol. , ed. 2, 1: 52 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399115-1","The Poaceae TEN","A","kew-409361","",FALSE,"","",""
"Dimorphotheca sinuata","Dimorphotheca sinuata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,842,1,"wfo-0000040105","urn:lsid:ipni.org:names:201489-1","GCC-580600B3-4342-4486-B7FF-F15ADD646A6E","Dimorphotheca sinuata","species","wfo-4000011787","DC.","Asteraceae","Asteroideae","Calenduleae","","Dimorphotheca","","sinuata","","species","Valid","Prodr. 6: 72 (1838)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Prodr. [A. P. de Candolle] 6: 72. 1838 [1837 publ. early Jan 1838] to Prodr. 6: 72 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1113289","The Asteraceaae TEN","A","gcc-138788","",FALSE,"","",""
"Dioscorea communis","Dioscorea communis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,843,1,"wfo-0000389997","urn:lsid:ipni.org:names:20005752-1","239990","Dioscorea communis","species","wfo-4000011843","(L.) Caddick & Wilkin","Dioscoreaceae","","","","Dioscorea","","communis","","species","Valid","Taxon 51: 112 (2002)","Accepted","","wfo-0000568332",NA,"Source in seed data: wcs Update namepublishedIn from Taxon 51: 112 2002 to Taxon 51: 112 (2002), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-239990 >The Plant ","","The Dioscoreaceae TEN","A","kew-239990","",FALSE,"","",""
"Diplotaxis","Diplotaxis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,844,1,"wfo-4000012047","urn:lsid:ipni.org:names:12525-1","40036636","Diplotaxis","genus","wfo-4100004711","DC.","Brassicaceae","Brassicoideae","Brassiceae","","Diplotaxis","","","","genus","Valid","Syst. Nat. 2: 628 (1821)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Mém. Mus. Hist. Nat. 7: 243. 1821 [April 1821] to Syst. Nat. 2: 628 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-gen-85","The Brassicaceae TEN - Brassibase","A","","",FALSE,"","",""
"Diplotaxis erucoides","Diplotaxis erucoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,845,1,"wfo-0000650432","urn:lsid:ipni.org:names:1185374-2","899382","Diplotaxis erucoides","species","wfo-4000012047","(L.) DC.","Brassicaceae","Brassicoideae","Brassiceae","","Diplotaxis","","erucoides","","species","Valid","Syst. Nat. 2: 631 (1821)","Accepted","","wfo-0000432643",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. [Candolle] 2: 631. 1821 [late May 1821] to Syst. Nat. 2: 631 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-24982","The Brassicaceae TEN - Brassibase","A","kew-2771262","",FALSE,"","",""
"Diplotaxis muralis","Diplotaxis muralis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,846,1,"wfo-0000650478","urn:lsid:ipni.org:names:282204-1","899424","Diplotaxis muralis","species","wfo-4000012047","DC.","Brassicaceae","Brassicoideae","Brassiceae","","Diplotaxis","","muralis","","species","Valid","Syst. Nat. [Candolle] 2: 634. 1821 [late May 1821]","Accepted","","wfo-0000431996",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2771304 >The Plant List v.1.1.</a> ","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-24993","The Brassicaceae TEN - Brassibase","A","kew-2771304","",FALSE,"","",""
"Diplotaxis tenuifolia","Diplotaxis tenuifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,847,1,"wfo-0000650524","urn:lsid:ipni.org:names:1028648-2","899467","Diplotaxis tenuifolia","species","wfo-4000012047","(L.) DC.","Brassicaceae","Brassicoideae","Brassiceae","","Diplotaxis","","tenuifolia","","species","Valid","Syst. Nat. 2: 632 (1821)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. 2: 632 1821 to Syst. Nat. 2: 632 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2771347 >T","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-24999","The Brassicaceae TEN - Brassibase","A","kew-2771347","",FALSE,"","",""
"Diplotaxis viminea","Diplotaxis viminea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,848,1,"wfo-0000650542","urn:lsid:ipni.org:names:282247-1","899483","Diplotaxis viminea","species","wfo-4000012047","DC.","Brassicaceae","Brassicoideae","Brassiceae","","Diplotaxis","","viminea","","species","Valid","Syst. Nat. [Candolle] 2: 635. 1821 [late May 1821]","Accepted","","wfo-0000431874",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2771363 >The Plant List v.1.1.</a> ","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-25003","The Brassicaceae TEN - Brassibase","A","kew-2771363","",FALSE,"","",""
"Diplotaxis virgata","Diplotaxis virgata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,849,1,"wfo-0000650546","urn:lsid:ipni.org:names:282249-1","899487","Diplotaxis virgata","species","wfo-4000012047","(Cav.) DC.","Brassicaceae","Brassicoideae","Brassiceae","","Diplotaxis","","virgata","","species","Valid","Syst. Nat. 2: 631 (1821)","Accepted","","wfo-0000432524",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Cav.) DC. to DC., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2771367 >The Plant List v.1.1.</a","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-25004","The Brassicaceae TEN - Brassibase","A","kew-2771367","",FALSE,"","",""
"Dipsacum fullonum","Dipsacum fullonum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,850,1,"wfo-0000651022","urn:lsid:ipni.org:names:319260-1","899975","Dipsacus fullonum","species","wfo-4000012069","L.","Caprifoliaceae","","","","Dipsacus","","fullonum","","species","Valid","Sp. Pl. : 97 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 97 1753 to Sp. Pl. : 97 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2771857 >The Plant Lis","","The Dipsacales TEN","A","kew-2771857","",FALSE,"","",""
"Dipsacus","Dipsacus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,851,1,"wfo-4000012069","urn:lsid:ipni.org:names:14309-1","40033133","Dipsacus","genus","wfo-7000000112","L.","Caprifoliaceae","","","","Dipsacus","","","","genus","Valid","Sp. Pl. [Linnaeus] 1: 97 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 97. 1753. (1 May 1753) to Sp. Pl. : 97 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Caprif","","The Dipsacales TEN","A","","",FALSE,"","",""
"Dipsacus fullonum","Dipsacus fullonum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,852,1,"wfo-0000651022","urn:lsid:ipni.org:names:319260-1","899975","Dipsacus fullonum","species","wfo-4000012069","L.","Caprifoliaceae","","","","Dipsacus","","fullonum","","species","Valid","Sp. Pl. : 97 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 97 1753 to Sp. Pl. : 97 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2771857 >The Plant Lis","","The Dipsacales TEN","A","kew-2771857","",FALSE,"","",""
"Dipsacus sativus","Dipsacus sativus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,853,1,"wfo-0000651056","urn:lsid:ipni.org:names:319292-1","900006","Dipsacus sativus","species","wfo-4000012069","(L.) Honck.","Caprifoliaceae","","","","Dipsacus","","sativus","","species","Valid","Verz. Gew. Teutschl. 1: 374 (1782)","Accepted","","wfo-0000651023",NA,"Source in seed data: cmp Update namepublishedIn from Verz. Gew. Teutschl. 374; C. C. Gmel. Fl. Bad. i. 314. 1782 [Oct-Dec 1782] to Verz. Gew. Teutschl. 1: 374 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a","","The Dipsacales TEN","A","kew-2771888","",FALSE,"","",""
"Dittrichia graveolens","Dittrichia graveolens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,854,1,"wfo-0000003319","urn:lsid:ipni.org:names:201892-1","GCC-63DA967F-D781-4662-AFF1-A0BB0CBF506F","Dittrichia graveolens","species","wfo-4000012294","(L.) Greuter","Asteraceae","Asteroideae","Inuleae","","Dittrichia","","graveolens","","species","Valid","Exsicc. Genav. Conserv. Bot. Distrib. Fasc. 4: 71 (1973)","Accepted","","wfo-0000090286",NA,"Source in seed data: gcc Update namepublishedIn from 71 1973 to Exsicc. Genav. Conserv. Bot. Distrib. Fasc. 4: 71 (1973), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1103318","The Asteraceaae TEN","A","gcc-103204","",FALSE,"","",""
"Dittrichia viscosa","Dittrichia viscosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,855,1,"wfo-0000059214","urn:lsid:ipni.org:names:201893-1","GCC-8D730EDD-ACFC-4BAB-8C84-1E28737D57A4","Dittrichia viscosa","species","wfo-4000012294","(L.) Greuter","Asteraceae","Asteroideae","Inuleae","","Dittrichia","","viscosa","","species","Valid","Exsicc. Genav. Conserv. Bot. Distrib. Fasc. 4: 71 (1973)","Accepted","","wfo-0000041233",NA,"Source in seed data: gcc Update namepublishedIn from Exsicc. Genav. Conserv. Bot. Distrib. Fasc. 4: 71. 1973 [Mar 1973] to Exsicc. Genav. Conserv. Bot. Distrib. Fasc. 4: 71 (1973), information provided by Alan E. on email Jun. 07 2021 More details could ","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1086779","The Asteraceaae TEN","A","gcc-16305","",FALSE,"","",""
