"taxa","original_ID","database_ID"
"Amaranthus retroflexus","AMARE","FR_ABY"
"Amaranthus sp","AMASS","FR_ABY"
"Ambrosia artemisiifolia","AMBEL","FR_ABY"
"Lysimachia arvensis","ANGAR","FR_ABY"
"Anthriscus caucalis","ANRCA","FR_ABY"
"Cota tinctoria","ANTTI","FR_ABY"
"Aphanes arvensis","APHAR","FR_ABY"
"Arctium lappa","ARFLA","FR_ABY"
"Arenaria serpyllifolia","ARISE","FR_ABY"
"Atriplex patula","ATXPA","FR_ABY"
"Avena fatua","AVEFA","FR_ABY"
"Bromus arvensis","BROAV","FR_ABY"
"Bromus commutatus","BROCO","FR_ABY"
"Bromus hordeaceus","BROMO","FR_ABY"
"Bromus sp","BROSS","FR_ABY"
"Anisantha sterilis","BROST","FR_ABY"
"Brassica juncea","BRSJU","FR_ABY"
"Brassica napus","BRSNW","FR_ABY"
"Capsella bursa-pastoris","CAPBP","FR_ABY"
"Cyanus segetum","CENCY","FR_ABY"
"Cerastium glomeratum","CERGL","FR_ABY"
"Chenopodium album","CHEAL","FR_ABY"
"Chenopodiastrum hybridum","CHEHY","FR_ABY"
"Lipandra polysperma","CHEPO","FR_ABY"
"Chaenorrhinum minus","CHNMI","FR_ABY"
"Leucanthemum vulgare","CHYLE","FR_ABY"
"Cichorium intybus","CICIN","FR_ABY"
"Cirsium arvense","CIRAR","FR_ABY"
"Cirsium vulgare","CIRVU","FR_ABY"
"Convolvulus arvensis","CONAR","FR_ABY"
"Carduus pycnocephalus","CRUPY","FR_ABY"
"Carex sp","CRWSS","FR_ABY"
"Crepis pulchra","CVPPU","FR_ABY"
"Crepis sancta","CVPSA","FR_ABY"
"Crepis sp","CVPSS","FR_ABY"
"Crepis vesicaria subsp. taraxacifolia","CVPVT","FR_ABY"
"Coronilla varia","CZRVA","FR_ABY"
"Dactylis glomerata","DACGL","FR_ABY"
"Daucus carota","DAUCA","FR_ABY"
"Echinochloa crus-galli","ECHCG","FR_ABY"
"Echium vulgare","EHIVU","FR_ABY"
"Euphorbia helioscopia","EPHHE","FR_ABY"
"Euphorbia sp","EPHSS","FR_ABY"
"Epilobium tetragonum","EPIAD","FR_ABY"
"Erigeron canadensis","ERICA","FR_ABY"
"Erigeron sumatrensis","ERISU","FR_ABY"
"Erodium cicutarium","EROCI","FR_ABY"
"Fagopyrum esculentum","FAGES","FR_ABY"
"Festuca rubra","FESRU","FR_ABY"
"Foeniculum vulgare","FOEVU","FR_ABY"
"Fumaria officinalis","FUMOF","FR_ABY"
"Galium aparine","GALAP","FR_ABY"
"Galium mollugo","GALMO","FR_ABY"
"Geranium columbinum","GERCO","FR_ABY"
"Geranium dissectum","GERDI","FR_ABY"
"Geranium molle","GERMO","FR_ABY"
"Geranium pusillum","GERPU","FR_ABY"
"Geranium robertianum","GERRO","FR_ABY"
"Geranium rotundifolium","GERRT","FR_ABY"
"Geranium sp","GERSS","FR_ABY"
NA,"GRAC","FR_ABY"
"Guizotia abyssinica","GUIAB","FR_ABY"
"Helianthus annuus","HELAN","FR_ABY"
"Hypericum perforatum","HYPPF","FR_ABY"
"Juglans regia","IUGRE","FR_ABY"
"Kickxia spuria","KICSP","FR_ABY"
"Lactuca serriola","LACSE","FR_ABY"
"Lactuca virosa","LACVS","FR_ABY"
"Lactuca virosa","LAMAL","FR_ABY"
"Lamium amplexicaule","LAMAM","FR_ABY"
"Lamium purpureum","LAMPU","FR_ABY"
"Lamium sp","LAMSS","FR_ABY"
"Lapsana communis","LAPCO","FR_ABY"
"Legousia sp","LEGSS","FR_ABY"
"Lepidium campestre","LEPCA","FR_ABY"
"Lolium sp","LOLSS","FR_ABY"
"Lotus corniculatus","LOTCO","FR_ABY"
"Malva neglecta","MALNE","FR_ABY"
"Tripleurospermum inodorum","MATIN","FR_ABY"
"Medicago arabica","MEDAB","FR_ABY"
"Medicago lupulina","MEDLU","FR_ABY"
"Medicago sativa","MEDSA","FR_ABY"
"Medicago sp","MEDSS","FR_ABY"
"Silene latifolia subsp. alba","MELAL","FR_ABY"
"Mercurialis annua","MERAN","FR_ABY"
"Myosotis arvensis","MYOAR","FR_ABY"
"Onobrychis viciifolia","ONBVI","FR_ABY"
"Onopordum acanthium","ONRAC","FR_ABY"
"Papaver dubium","PAPDU","FR_ABY"
"Papaver rhoeas","PAPRH","FR_ABY"
"Pastinaca sativa","PAVSA","FR_ABY"
"Phacelia tanacetifolia","PHCTA","FR_ABY"
"Pisum","PIBSX","FR_ABY"
"Helminthotheca echioides","PICEC","FR_ABY"
"Picris hieracioides","PICHI","FR_ABY"
"Plantago lanceolata","PLALA","FR_ABY"
"Plantago major","PLAMA","FR_ABY"
"Poa annua","POAAN","FR_ABY"
"Poa trivialis","POATR","FR_ABY"
"Polygonum aviculare","POLAV","FR_ABY"
"Fallopia convolvulus","POLCO","FR_ABY"
"Persicaria lapathifolia","POLLA","FR_ABY"
"Portulaca oleracea","POTRE","FR_ABY"
"Ranunculus repens","RANRE","FR_ABY"
"Raphanus raphanistrum","RAPSR","FR_ABY"
"Reseda lutea","RESLU","FR_ABY"
"Rumex crispus","RUMCR","FR_ABY"
"Rumex obtusifolius","RUMOB","FR_ABY"
"Rumex sp","RUMSS","FR_ABY"
"Sanguisorba minor","SANMI","FR_ABY"
"Jacobaea vulgaris","SENJA","FR_ABY"
"Senecio vulgaris","SENVU","FR_ABY"
"Setaria parviflora","SETIT","FR_ABY"
"Sherardia arvensis","SHRAR","FR_ABY"
"Silene vulgaris","SILVU","FR_ABY"
"Sinapis alba","SINAL","FR_ABY"
"Sinapis arvensis","SINAR","FR_ABY"
"Sinapis sp","SINSS","FR_ABY"
"Silybum marianum","SLYMA","FR_ABY"
"Solanum nigrum","SOLNI","FR_ABY"
"Sonchus asper","SONAS","FR_ABY"
"Sorghum halepense","SORSS","FR_ABY"
"Stachys annua","STAAN","FR_ABY"
"Stellaria media","STEME","FR_ABY"
"Taraxacum officinale","TAROF","FR_ABY"
"Thlaspi arvense","THLAR","FR_ABY"
"Torilis arvensis","TOIAR","FR_ABY"
"Tordylium maximum","TORMA","FR_ABY"
"Trifolium alexandrinum","TRFAL","FR_ABY"
"Trifolium campestre","TRFCA","FR_ABY"
"Trifolium incarnatum","TRFIN","FR_ABY"
"Trifolium repens","TRFRE","FR_ABY"
"Trifolium sp","TRFSS","FR_ABY"
"Tragopogon sp","TROSS","FR_ABY"
"Verbena officinalis","VEBOF","FR_ABY"
"Veronica arvensis","VERAR","FR_ABY"
"Veronica hederifolia","VERHE","FR_ABY"
"Veronica persica","VERPE","FR_ABY"
"Veronica polita","VERPO","FR_ABY"
"Verbascum thapsus","VESTH","FR_ABY"
"Vicia faba","VICFX","FR_ABY"
"Vicia sativa","VICSA","FR_ABY"
"Vicia sp","VICSS","FR_ABY"
"Viola arvensis","VIOAR","FR_ABY"
"Vulpia myuros","VLPMY","FR_ABY"
"NA","XXXXX","FR_ABY"
"Abutilon theophrasti","ABUTH","FR_BVG"
"Acacia","ACASS","FR_BVG"
"Acer campestre","ACRCA","FR_BVG"
"Acer pseudoplatanus","ACRPP","FR_BVG"
"Achillea millefolium","ACHMI","FR_BVG"
"Adonis","ADOSS","FR_BVG"
"Adonis aestivalis","ADOAE","FR_BVG"
"Adonis aestivalis",NA,"FR_BVG"
"Adonis annua",NA,"FR_BVG"
"Aegilops",NA,"FR_BVG"
"Aegilops cylindrica",NA,"FR_BVG"
"Aegilops geniculata",NA,"FR_BVG"
"Aegilops neglecta",NA,"FR_BVG"
"Aegilops triuncialis",NA,"FR_BVG"
"Aethusa cynapium","AETCY","FR_BVG"
"Agrimonia eupatoria","AGIEU","FR_BVG"
"Agrimonia eupatoria",NA,"FR_BVG"
"Agrostemma githago","AGOGI","FR_BVG"
"Agrostis capillaris","AGSTE","FR_BVG"
"Agrostis stolonifera","AGSST","FR_BVG"
"Agrostis stolonifera",NA,"FR_BVG"
"Ajuga chamaepitys","AIUCH","FR_BVG"
"Ajuga chamaepitys",NA,"FR_BVG"
"Ajuga iva",NA,"FR_BVG"
"Ajuga reptans","AIURE","FR_BVG"
"Alcea rosea",NA,"FR_BVG"
"Allium","ALLSS","FR_BVG"
"Allium",NA,"FR_BVG"
"Allium oleraceum",NA,"FR_BVG"
"Allium polyanthum","ALLPT","FR_BVG"
"Allium polyanthum",NA,"FR_BVG"
"Allium vineale","ALLVI","FR_BVG"
"Allium vineale",NA,"FR_BVG"
"Alopecurus myosuroides",NA,"FR_BVG"
"Alopecurus myosuroides","ALOMY","FR_BVG"
"Alopecurus rendlei","ALOUT","FR_BVG"
"Althaea cannabina",NA,"FR_BVG"
"Althaea officinalis","ALGOF","FR_BVG"
"Alyssum alyssoides",NA,"FR_BVG"
"Alyssum simplex",NA,"FR_BVG"
"Amaranthus albus","AMAAL","FR_BVG"
"Amaranthus albus",NA,"FR_BVG"
"Amaranthus blitoides","AMABL","FR_BVG"
"Amaranthus blitoides",NA,"FR_BVG"
"Amaranthus blitum","AMALI","FR_BVG"
"Amaranthus deflexus","AMADE","FR_BVG"
"Amaranthus hybridus","AMACH","FR_BVG"
"Amaranthus hybridus",NA,"FR_BVG"
"Amaranthus retroflexus","AMARE","FR_BVG"
"Amaranthus retroflexus",NA,"FR_BVG"
"Ambrosia artemisiifolia","AMBEL","FR_BVG"
"Ammi majus","AMIMA","FR_BVG"
"Ammi majus",NA,"FR_BVG"
"Anacyclus clavatus",NA,"FR_BVG"
"Anacyclus radiatus",NA,"FR_BVG"
"Anchusa azurea",NA,"FR_BVG"
"Anchusa officinalis","ANCOF","FR_BVG"
"Andryala integrifolia","ADYIN","FR_BVG"
"Andryala integrifolia",NA,"FR_BVG"
"Anisantha diandra","BRODI","FR_BVG"
"Anisantha diandra",NA,"FR_BVG"
"Anisantha madritensis",NA,"FR_BVG"
"Anisantha rubens",NA,"FR_BVG"
"Anisantha sterilis","BROST","FR_BVG"
"Anisantha sterilis",NA,"FR_BVG"
"Anisantha tectorum",NA,"FR_BVG"
"Anthemis",NA,"FR_BVG"
"Anthemis arvensis","ANTAR","FR_BVG"
"Anthemis arvensis",NA,"FR_BVG"
"Anthemis cotula","ANTCO","FR_BVG"
"Anthemis maritima",NA,"FR_BVG"
"Anthriscus caucalis","ANRCA","FR_BVG"
"Anthriscus cerefolium","ANRCE","FR_BVG"
"Anthriscus sylvestris","ANRSY","FR_BVG"
"Antirrhinum majus",NA,"FR_BVG"
"Apera spica-venti","APESV","FR_BVG"
"Aphanes arvensis","APHAR","FR_BVG"
"Aphanes arvensis",NA,"FR_BVG"
"Apiaceae",NA,"FR_BVG"
"Arabidopsis thaliana","ARBTH","FR_BVG"
"Arabidopsis thaliana",NA,"FR_BVG"
"Arctium lappa","ARFLA","FR_BVG"
"Arctium minus",NA,"FR_BVG"
"Arenaria serpyllifolia",NA,"FR_BVG"
"Arenaria serpyllifolia","ARISE","FR_BVG"
"Argentina anserina","PTLAN","FR_BVG"
"Arisarum vulgare",NA,"FR_BVG"
"Aristolochia clematitis","ARPCL","FR_BVG"
"Aristolochia clematitis",NA,"FR_BVG"
"Arrhenatherum elatius","ARREL","FR_BVG"
"Arrhenatherum elatius",NA,"FR_BVG"
"Arrhenatherum elatius subsp. bulbosum","ARREB","FR_BVG"
"Arrhenatherum elatius subsp. elatius",NA,"FR_BVG"
"Artemisia annua",NA,"FR_BVG"
"Artemisia verlotiorum","ARTVE","FR_BVG"
"Artemisia verlotiorum",NA,"FR_BVG"
"Artemisia vulgaris","ARTVU","FR_BVG"
"Arum italicum",NA,"FR_BVG"
"Arum maculatum","ABGMA","FR_BVG"
"Asparagaceae",NA,"FR_BVG"
"Asparagus acutifolius",NA,"FR_BVG"
"Asparagus officinalis",NA,"FR_BVG"
"Asteraceae",NA,"FR_BVG"
"Astragalus glycyphyllos","ASAGL","FR_BVG"
"Astragalus hamosus",NA,"FR_BVG"
"Atriplex halimus",NA,"FR_BVG"
"Atriplex patula","ATXPA","FR_BVG"
"Atriplex patula",NA,"FR_BVG"
"Atriplex prostrata","ATXHA","FR_BVG"
"Atriplex prostrata",NA,"FR_BVG"
"Avena",NA,"FR_BVG"
"Avena barbata",NA,"FR_BVG"
"Avena fatua","AVEFA","FR_BVG"
"Avena sativa","AVESA","FR_BVG"
"Avena sativa",NA,"FR_BVG"
"Avena sterilis","AVEST","FR_BVG"
"Avena sterilis",NA,"FR_BVG"
"Avena sterilis subsp. ludoviciana",NA,"FR_BVG"
"Ballota nigra","BLLNI","FR_BVG"
"Barbarea intermedia","BARIN","FR_BVG"
"Barbarea vulgaris","BARVU","FR_BVG"
"Bellis perennis","BELPE","FR_BVG"
"Bellis perennis",NA,"FR_BVG"
"Bellis sylvestris",NA,"FR_BVG"
"Beta vulgaris","BEAVX","FR_BVG"
"Beta vulgaris subsp. maritima",NA,"FR_BVG"
"Bidens subalternans",NA,"FR_BVG"
"Bidens tripartita","BIDTR","FR_BVG"
"Bifora radians","BIFRA","FR_BVG"
"Bituminaria bituminosa",NA,"FR_BVG"
"Blackstonia perfoliata",NA,"FR_BVG"
"Borago officinalis","BOROF","FR_BVG"
"Borago officinalis",NA,"FR_BVG"
"Bothriochloa barbinodis","ANOBA","FR_BVG"
"Bothriochloa barbinodis",NA,"FR_BVG"
"Brachypodium",NA,"FR_BVG"
"Brachypodium distachyon",NA,"FR_BVG"
"Brachypodium phoenicoides",NA,"FR_BVG"
"Brachypodium pinnatum","BRCPI","FR_BVG"
"Brachypodium retusum",NA,"FR_BVG"
"Brassica napus","BRSNN","FR_BVG"
"Brassica nigra","BRSNI","FR_BVG"
"Brassica oleracea","BRSOX","FR_BVG"
"Brassica tournefortii",NA,"FR_BVG"
"Briza minor","BRZMI","FR_BVG"
"Bromopsis erecta","BROER","FR_BVG"
"Bromopsis erecta",NA,"FR_BVG"
"Bromus","BROSS","FR_BVG"
"Bromus",NA,"FR_BVG"
"Bromus arvensis","BROAV","FR_BVG"
"Bromus hordeaceus","BROMO","FR_BVG"
"Bromus hordeaceus",NA,"FR_BVG"
"Bromus lanceolatus",NA,"FR_BVG"
"Bryonia dioica","BYODI","FR_BVG"
"Bryophyta",NA,"FR_BVG"
"Buglossoides arvensis","LITAR","FR_BVG"
"Buglossoides arvensis",NA,"FR_BVG"
"Bunias erucago",NA,"FR_BVG"
"Bunium bulbocastanum","BUIBU","FR_BVG"
"Bupleurum rotundifolium","BUPRO","FR_BVG"
"Cakile maritima",NA,"FR_BVG"
"Calendula arvensis","CLDAR","FR_BVG"
"Calendula arvensis",NA,"FR_BVG"
"Calepina irregularis","CPAIR","FR_BVG"
"Camelina microcarpa","CMAMI","FR_BVG"
"Camelina sativa","CMASA","FR_BVG"
"Campanula","CMPSS","FR_BVG"
"Campanula erinus",NA,"FR_BVG"
"Campanula rapunculus",NA,"FR_BVG"
"Capsella bursa-pastoris","CAPBP","FR_BVG"
"Capsella bursa-pastoris",NA,"FR_BVG"
"Cardamine hirsuta","CARHI","FR_BVG"
"Cardamine hirsuta",NA,"FR_BVG"
"Carduus nutans","CRUNU","FR_BVG"
"Carduus pycnocephalus","CRUPY","FR_BVG"
"Carduus pycnocephalus",NA,"FR_BVG"
"Carduus tenuiflorus","CRUTE","FR_BVG"
"Carex","CRXSS","FR_BVG"
"Carex flacca",NA,"FR_BVG"
"Carex hirta","CRXHI","FR_BVG"
"Carex otrubae",NA,"FR_BVG"
"Carex pendula","CRXPE","FR_BVG"
"Carex spicata",NA,"FR_BVG"
"Carthamus lanatus",NA,"FR_BVG"
"Catapodium rigidum","SCCRI","FR_BVG"
"Catapodium rigidum",NA,"FR_BVG"
"Caucalis platycarpos","CUCLA","FR_BVG"
"Celtis australis",NA,"FR_BVG"
"Centaurea aspera",NA,"FR_BVG"
"Centaurea collina",NA,"FR_BVG"
"Centaurea jacea",NA,"FR_BVG"
"Centaurea paniculata",NA,"FR_BVG"
"Centaurea scabiosa","CENSC","FR_BVG"
"Centaurea scabiosa",NA,"FR_BVG"
"Centaurea solstitialis","CENSO","FR_BVG"
"Centaurea solstitialis",NA,"FR_BVG"
"Centaurium erythraea",NA,"FR_BVG"
"Centranthus calcitrapae",NA,"FR_BVG"
"Centranthus ruber",NA,"FR_BVG"
"Cerastium arvense","CERAR","FR_BVG"
"Cerastium glomeratum","CERGL","FR_BVG"
"Cerastium glomeratum","CERSS","FR_BVG"
"Cerastium glomeratum",NA,"FR_BVG"
"Cerastium pumilum",NA,"FR_BVG"
"Cerastium semidecandrum",NA,"FR_BVG"
"Ceratochloa cathartica","BROCA","FR_BVG"
"Ceratochloa cathartica",NA,"FR_BVG"
"Cercis siliquastrum",NA,"FR_BVG"
"Chaenorhinum minus","CHNMI","FR_BVG"
"Chaenorhinum minus",NA,"FR_BVG"
"Chaerophyllum temulum","CHPTE","FR_BVG"
"Chelidonium majus","CHQMA","FR_BVG"
"Chenopodiastrum hybridum","CHEHY","FR_BVG"
"Chenopodiastrum murale","CHEMU","FR_BVG"
"Chenopodiastrum murale",NA,"FR_BVG"
"Chenopodium album","CHEAL","FR_BVG"
"Chenopodium album",NA,"FR_BVG"
"Chenopodium vulvaria","CHEVU","FR_BVG"
"Chondrilla juncea","CHOJU","FR_BVG"
"Chondrilla juncea",NA,"FR_BVG"
"Cichorium endivia","CICEN","FR_BVG"
"Cichorium intybus","CICIN","FR_BVG"
"Cichorium intybus",NA,"FR_BVG"
"Cirsium arvense","CIRAR","FR_BVG"
"Cirsium arvense",NA,"FR_BVG"
"Cirsium vulgare","CIRVU","FR_BVG"
"Cirsium vulgare",NA,"FR_BVG"
"Cistus monspeliensis",NA,"FR_BVG"
"Cistus salviifolius",NA,"FR_BVG"
"Clematis flammula",NA,"FR_BVG"
"Clematis vitalba","CLVVT","FR_BVG"
"Clematis vitalba",NA,"FR_BVG"
"Clinopodium nepeta",NA,"FR_BVG"
"Clinopodium nepeta subsp. ascendens","CATSA","FR_BVG"
"Clinopodium vulgare","STIVU","FR_BVG"
"Clinopodium vulgare",NA,"FR_BVG"
"Coincya monensis subsp. cheiranthos","RYNCH","FR_BVG"
"Convolvulus arvensis","CONAR","FR_BVG"
"Convolvulus arvensis",NA,"FR_BVG"
"Convolvulus cantabrica",NA,"FR_BVG"
"Convolvulus sepium","CAGSE","FR_BVG"
"Convolvulus sepium",NA,"FR_BVG"
"Convolvulus soldanella",NA,"FR_BVG"
"Cornus sanguinea",NA,"FR_BVG"
"Coronilla scorpioides",NA,"FR_BVG"
"Coronilla varia","CZRVA","FR_BVG"
"Corrigiola litoralis","CGLLI","FR_BVG"
"Cota altissima","ANTAL","FR_BVG"
"Cota altissima",NA,"FR_BVG"
"Cota tinctoria","ANTTI","FR_BVG"
"Cota tinctoria",NA,"FR_BVG"
"Crataegus monogyna",NA,"FR_BVG"
"Crepis","CVPSS","FR_BVG"
"Crepis",NA,"FR_BVG"
"Crepis bursifolia",NA,"FR_BVG"
"Crepis capillaris","CVPCA","FR_BVG"
"Crepis foetida","CVPFO","FR_BVG"
"Crepis foetida",NA,"FR_BVG"
"Crepis micrantha",NA,"FR_BVG"
"Crepis pulchra",NA,"FR_BVG"
"Crepis sancta","CVPSA","FR_BVG"
"Crepis sancta",NA,"FR_BVG"
"Crepis setosa","CVPSE","FR_BVG"
"Crepis setosa",NA,"FR_BVG"
"Crepis vesicaria subsp. taraxacifolia",NA,"FR_BVG"
"Crepis vesicaria subsp. taraxacifolia","CVPVT","FR_BVG"
"Cruciata laevipes","CCTLA","FR_BVG"
"Cucurbita","CUUSS","FR_BVG"
"Cuscuta monogyna",NA,"FR_BVG"
"Cyanus segetum","CENCY","FR_BVG"
"Cymbalaria muralis","CBYMU","FR_BVG"
"Cynodon dactylon","CYNDA","FR_BVG"
"Cynodon dactylon",NA,"FR_BVG"
"Cynoglossum cheirifolium",NA,"FR_BVG"
"Cynoglossum creticum",NA,"FR_BVG"
"Cyperus eragrostis",NA,"FR_BVG"
"Cyperus esculentus","CYPES","FR_BVG"
"Cyperus longus","CYPLO","FR_BVG"
"Cyperus rotundus",NA,"FR_BVG"
"Dactylis glomerata","DACGL","FR_BVG"
"Dactylis glomerata",NA,"FR_BVG"
"Datura stramonium","DATST","FR_BVG"
"Datura stramonium",NA,"FR_BVG"
"Daucus carota","DAUCA","FR_BVG"
"Daucus carota",NA,"FR_BVG"
"Delphinium consolida","CNSRE","FR_BVG"
"Descurainia sophia","DESSO","FR_BVG"
"Dicotyledonae",NA,"FR_BVG"
"Dicotyledonae_1",NA,"FR_BVG"
"Dicotyledonae_2",NA,"FR_BVG"
"Digitaria ischaemum","DIGIS","FR_BVG"
"Digitaria sanguinalis","DIGSA","FR_BVG"
"Digitaria sanguinalis",NA,"FR_BVG"
"Dioscorea communis","TAUCO","FR_BVG"
"Diplotaxis erucoides","DIPER","FR_BVG"
"Diplotaxis erucoides",NA,"FR_BVG"
"Diplotaxis muralis",NA,"FR_BVG"
"Diplotaxis tenuifolia","DIPTE","FR_BVG"
"Diplotaxis tenuifolia",NA,"FR_BVG"
"Diplotaxis viminea",NA,"FR_BVG"
"Dipsacus fullonum","DIWSI","FR_BVG"
"Dipsacus fullonum",NA,"FR_BVG"
"Dittrichia viscosa","INUVI","FR_BVG"
"Dittrichia viscosa",NA,"FR_BVG"
"Draba verna","ERPVE","FR_BVG"
"Draba verna",NA,"FR_BVG"
"Ecballium elaterium",NA,"FR_BVG"
"Echinochloa crus-galli","ECHCG","FR_BVG"
"Echinochloa crus-galli",NA,"FR_BVG"
"Echinops ritro",NA,"FR_BVG"
"Echium arenarium",NA,"FR_BVG"
"Echium plantagineum",NA,"FR_BVG"
"Echium vulgare","EHIVU","FR_BVG"
"Echium vulgare",NA,"FR_BVG"
"Elymus caninus","AGRCA","FR_BVG"
"Elytrigia campestris","ELYPC","FR_BVG"
"Elytrigia campestris",NA,"FR_BVG"
"Elytrigia juncea",NA,"FR_BVG"
"Elytrigia repens","AGRRE","FR_BVG"
"Elytrigia repens",NA,"FR_BVG"
"Epilobium dodonaei subsp. fleischeri","EPIFL","FR_BVG"
"Epilobium hirsutum","EPIHI","FR_BVG"
"Epilobium parviflorum","EPIPF","FR_BVG"
"Epilobium tetragonum","EPIAD","FR_BVG"
"Epilobium tetragonum",NA,"FR_BVG"
"Equisetum arvense","EQUAR","FR_BVG"
"Equisetum ramosissimum","EQURA","FR_BVG"
"Equisetum ramosissimum",NA,"FR_BVG"
"Equisetum telmateia","EQUTE","FR_BVG"
"Equisetum telmateia",NA,"FR_BVG"
"Eragrostis barrelieri",NA,"FR_BVG"
"Eragrostis cilianensis",NA,"FR_BVG"
"Eragrostis minor",NA,"FR_BVG"
"Eragrostis pilosa",NA,"FR_BVG"
"Erigeron","ERISS","FR_BVG"
"Erigeron",NA,"FR_BVG"
"Erigeron annuus","ERIAN","FR_BVG"
"Erigeron annuus",NA,"FR_BVG"
"Erigeron bonariensis",NA,"FR_BVG"
"Erigeron canadensis","ERICA","FR_BVG"
"Erigeron canadensis",NA,"FR_BVG"
"Erigeron floribundus",NA,"FR_BVG"
"Erigeron sumatrensis",NA,"FR_BVG"
"Erigeron sumatrensis","ERISU","FR_BVG"
"Erodium ciconium","EROCC","FR_BVG"
"Erodium ciconium",NA,"FR_BVG"
"Erodium cicutarium","EROCI","FR_BVG"
"Erodium cicutarium",NA,"FR_BVG"
"Erodium malacoides","EROMC","FR_BVG"
"Erodium malacoides",NA,"FR_BVG"
"Erodium moschatum",NA,"FR_BVG"
"Eruca vesicaria","ERUVE","FR_BVG"
"Ervilia hirsuta","VICHI","FR_BVG"
"Ervilia hirsuta",NA,"FR_BVG"
"Ervum gracile",NA,"FR_BVG"
"Ervum tetraspermum","VICTE","FR_BVG"
"Eryngium campestre","ERXCA","FR_BVG"
"Eryngium campestre",NA,"FR_BVG"
"Eryngium maritimum",NA,"FR_BVG"
"Eschscholzia californica","ESHCA","FR_BVG"
"Eupatorium cannabinum",NA,"FR_BVG"
"Euphorbia chamaesyce",NA,"FR_BVG"
"Euphorbia cyparissias","EPHCY","FR_BVG"
"Euphorbia cyparissias",NA,"FR_BVG"
"Euphorbia esula","EPHES","FR_BVG"
"Euphorbia exigua","EPHEX","FR_BVG"
"Euphorbia exigua",NA,"FR_BVG"
"Euphorbia falcata",NA,"FR_BVG"
"Euphorbia helioscopia","EPHHE","FR_BVG"
"Euphorbia helioscopia",NA,"FR_BVG"
"Euphorbia maculata",NA,"FR_BVG"
"Euphorbia nicaeensis",NA,"FR_BVG"
"Euphorbia peplus","EPHPE","FR_BVG"
"Euphorbia peplus",NA,"FR_BVG"
"Euphorbia platyphyllos","EPHPL","FR_BVG"
"Euphorbia prostrata",NA,"FR_BVG"
"Euphorbia segetalis","EPHSE","FR_BVG"
"Euphorbia segetalis",NA,"FR_BVG"
"Euphorbia serrata","EPHSR","FR_BVG"
"Euphorbia serrata",NA,"FR_BVG"
"Fagopyrum esculentum","FAGES","FR_BVG"
"Falcaria vulgaris","FALVU","FR_BVG"
"Falcaria vulgaris",NA,"FR_BVG"
"Fallopia convolvulus",NA,"FR_BVG"
"Fallopia convolvulus","POLCO","FR_BVG"
"Fatsia japonica","FATJA","FR_BVG"
"Festuca","FESSS","FR_BVG"
"Festuca",NA,"FR_BVG"
"Festuca ovina",NA,"FR_BVG"
"Festuca rubra","FESRU","FR_BVG"
"Ficaria verna","FICVE","FR_BVG"
"Ficaria verna",NA,"FR_BVG"
"Ficus carica",NA,"FR_BVG"
"Filago germanica","FILVU","FR_BVG"
"Filago germanica",NA,"FR_BVG"
"Filago pyramidata",NA,"FR_BVG"
"Filipendula ulmaria","FIIUL","FR_BVG"
"Foeniculum vulgare","FOEVU","FR_BVG"
"Foeniculum vulgare",NA,"FR_BVG"
"Fragaria","FRASS","FR_BVG"
"Fraxinus angustifolia",NA,"FR_BVG"
"Fraxinus excelsior","FRXEX","FR_BVG"
"Fumaria",NA,"FR_BVG"
"Fumaria densiflora",NA,"FR_BVG"
"Fumaria officinalis","FUMOF","FR_BVG"
"Fumaria officinalis",NA,"FR_BVG"
"Fumaria parviflora","FUMPA","FR_BVG"
"Fumaria parviflora",NA,"FR_BVG"
"Fumaria vaillantii",NA,"FR_BVG"
"Gagea villosa","GGAAR","FR_BVG"
"Galactites tomentosus","GCTTO","FR_BVG"
"Galactites tomentosus",NA,"FR_BVG"
"Galeopsis angustifolia","GAEAN","FR_BVG"
"Galeopsis ladanum","GAELA","FR_BVG"
"Galeopsis segetum","GAESE","FR_BVG"
"Galeopsis tetrahit","GAETE","FR_BVG"
"Galinsoga parviflora","GASPA","FR_BVG"
"Galinsoga quadriradiata","GASCI","FR_BVG"
"Galium album",NA,"FR_BVG"
"Galium aparine","GALAP","FR_BVG"
"Galium aparine",NA,"FR_BVG"
"Galium corrudifolium",NA,"FR_BVG"
"Galium mollugo","GALMO","FR_BVG"
"Galium mollugo",NA,"FR_BVG"
"Galium parisiense",NA,"FR_BVG"
"Galium tricornutum",NA,"FR_BVG"
"Galium verum","GALVE","FR_BVG"
"Galium verum",NA,"FR_BVG"
"Gamochaeta antillana",NA,"FR_BVG"
"Geranium columbinum","GERCO","FR_BVG"
"Geranium columbinum",NA,"FR_BVG"
"Geranium dissectum","GERDI","FR_BVG"
"Geranium dissectum",NA,"FR_BVG"
"Geranium molle","GERMO","FR_BVG"
"Geranium molle",NA,"FR_BVG"
"Geranium purpureum",NA,"FR_BVG"
"Geranium pusillum","GERPU","FR_BVG"
"Geranium pyrenaicum","GERPY","FR_BVG"
"Geranium robertianum","GERRO","FR_BVG"
"Geranium rotundifolium","GERRT","FR_BVG"
"Geranium rotundifolium",NA,"FR_BVG"
"Geum urbanum","GEUUR","FR_BVG"
"Gladiolus italicus",NA,"FR_BVG"
"Glebionis coronaria","CHYCO","FR_BVG"
