"accepted_taxa","original_taxa_Groot","Root.lateral.spread_cm.yr-1_Groot","Root.diameter_mm_Groot","Root.C.concentration_Groot","Root.C.N.ratio_Groot","Root.dry.matter_Groot","Root.length.density_cm.cm-3_Groot","Root.mass.fraction_Groot","Root.mycorrhizal.colonization_Groot","Root.N.concentration_Groot","Root.tissue.density_g.cm-3_Groot","Root.depth_m_Groot","Specific.root.length_m.g-1_Groot"
"Aster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus","Astragalus glycyphyllos",NA,0.279466667,NA,NA,NA,NA,0.925,NA,NA,0.616666667,NA,33.93638149
"Astragalus boeticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus cicer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astragalus glycyphyllos","Astragalus glycyphyllos",NA,0.279466667,NA,NA,NA,NA,0.925,NA,NA,0.616666667,NA,33.93638149
"Astragalus hamosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atocion armeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex","Atriplex halimus_Atriplex littoralis_Atriplex patula_Atriplex prostrata_Atriplex tatarica",NA,0.1807,433.5400871375,79.72,NA,NA,0.165244380104167,0,5.6,0.262341772,0.645,153.549483
"Atriplex halimus","Atriplex halimus",NA,NA,NA,NA,NA,NA,0.169395097,NA,NA,NA,0.54,NA
"Atriplex hortensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex littoralis","Atriplex littoralis",NA,NA,420.648174275,NA,NA,NA,0.10759979575,0,NA,NA,NA,NA
"Atriplex oblongifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex patula","Atriplex patula",NA,NA,446.432,79.72,NA,NA,0.282910177,NA,5.6,NA,NA,NA
"Atriplex prostrata","Atriplex prostrata",NA,0.1807,NA,NA,NA,NA,0.101072450666667,NA,NA,0.262341772,NA,153.549483
"Atriplex prostrata calotheca","Atriplex prostrata",NA,0.1807,NA,NA,NA,NA,0.101072450666667,NA,NA,0.262341772,NA,153.549483
"Atriplex sagittata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atriplex tatarica","Atriplex tatarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA
"Avena","Avena barbata_Avena fatua_Avena sativa_Avena sterilis_Avena strigosa",0.5,0.4895,NA,NA,0.0779,NA,0.359328721526389,50,NA,0.052,NA,105.6205
"Avena barbata","Avena barbata",NA,NA,NA,NA,NA,NA,0.4672097665,NA,NA,NA,NA,NA
"Avena fatua","Avena fatua",NA,NA,NA,NA,NA,NA,0.2366342483,NA,NA,NA,NA,NA
"Avena fatua subsp. fatua","Avena fatua",NA,NA,NA,NA,NA,NA,0.2366342483,NA,NA,NA,NA,NA
"Avena sativa","Avena sativa",0.5,0.496,NA,NA,0.0779,NA,0.281555555555556,36,NA,0.046,NA,116.019
"Avena sativa subsp. sativa","Avena sativa",0.5,0.496,NA,NA,0.0779,NA,0.281555555555556,36,NA,0.046,NA,116.019
"Avena sterilis","Avena sterilis",NA,0.483,NA,NA,NA,NA,0.45191531575,NA,NA,0.058,NA,95.222
"Avena sterilis subsp. ludoviciana","Avena sterilis",NA,0.483,NA,NA,NA,NA,0.45191531575,NA,NA,0.058,NA,95.222
"Avena strigosa","Avena strigosa",NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA
"Avenella flexuosa","Avenella flexuosa",7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avenula pubescens","Avenula pubescens",8,0.2265,400.14821674,55.050013116,NA,7.2910179188,0.424802861,NA,7.39424411,0.0595,NA,433.23746822
"Ballota nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbarea","Barbarea vulgaris",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Barbarea intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbarea stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbarea vulgaris","Barbarea vulgaris",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Bassia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bassia scoparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellardia trixago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellardia viscosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellevalia trifoliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellis perennis","Bellis perennis",9.9,0.24332258325,384.871386357353,36.2810781633333,0.211638656129032,0.733802487125,0.442665603121667,42,9.19207188647059,0.130088141736111,NA,324.95903314
"Bellis sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berteroa incana","Berteroa incana",NA,0.19,NA,NA,NA,NA,NA,NA,NA,0.15,NA,237
"Berula erecta","Berula erecta",21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beta","Beta vulgaris",NA,0.456,NA,NA,NA,NA,0.291333333333333,NA,NA,0.0655,NA,101.224
"Beta vulgaris","Beta vulgaris",NA,0.456,NA,NA,NA,NA,0.291333333333333,NA,NA,0.0655,NA,101.224
"Beta vulgaris subsp. maritima","Beta vulgaris",NA,0.456,NA,NA,NA,NA,0.291333333333333,NA,NA,0.0655,NA,101.224
"Beta vulgaris subsp. vulgaris","Beta vulgaris",NA,0.456,NA,NA,NA,NA,0.291333333333333,NA,NA,0.0655,NA,101.224
"Betonica alopecuros","Stachys alopecuros",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betonica officinalis","Betonica officinalis",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betula","Betula pendula_Betula pubescens",NA,0.2899,426.5563313,64.96918434,0.261613692,NA,0.335393944508973,95.5555555555555,10.3492876285,0.2543,0.8,62.2200360820455
"Betula pendula","Betula pendula",NA,0.2899,363.5,NA,NA,NA,0.327702878900321,100,13.1625,0.2543,0.8,62.2200360820455
"Betula pubescens","Betula pubescens",NA,NA,489.6126626,64.96918434,0.261613692,NA,0.343085010117625,91.1111111111111,7.536075257,NA,NA,NA
"Bidens","Bidens tripartita",NA,0.672856698,NA,NA,NA,NA,NA,22.5,NA,NA,NA,8.8042806232
"Bidens bipinnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bidens subalternans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bidens tripartita","Bidens tripartita",NA,0.672856698,NA,NA,NA,NA,NA,22.5,NA,NA,NA,8.8042806232
"Bifora radians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bifora testiculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscutella auriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biserrula pelecinus","Biserrula pelecinus",NA,0.279099456,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.2387351
"Bistorta officinalis","Bistorta officinalis",5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bituminaria bituminosa","Bituminaria bituminosa",NA,0.435191957666667,422.6,23.84875847,0.2186,NA,NA,NA,17.72,NA,NA,105.48636696
"Blackstonia perfoliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackstonia perfoliata subsp. perfoliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolboschoenus maritimus","Bolboschoenus maritimus",32.1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA
"Bombycilaena erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boraginaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borago officinalis","Borago officinalis",NA,0.2007,NA,NA,NA,NA,0.537400632,NA,NA,0.373071809,NA,84.5278762
"Bothriochloa barbinodis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bothriochloa ischaemum","Bothriochloa ischaemum",6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachypodium","Brachypodium distachyon_Brachypodium phoenicoides_Brachypodium pinnatum_Brachypodium rupestre_Brachypodium sylvaticum",6.13333333333333,0.212765761609877,389.05,72.965214565,0.155752625203704,5.395,0.415712705061904,50.238,9.1825762621852,0.195126565777778,NA,167.260945802963
"Brachypodium distachyon","Brachypodium distachyon",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
"Brachypodium phoenicoides","Brachypodium phoenicoides",NA,0.286997355,370.2,72.965214565,0.16255,NA,0.374,11.19,11.0966666666667,0.089,NA,133.113333333333
"Brachypodium pinnatum","Brachypodium pinnatum",13.2,0.22129992982963,407.9,NA,0.148955250407407,6.45,0.457425410123809,70,7.10106211988889,0.186379697333333,NA,207.669504075556
"Brachypodium retusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachypodium rupestre","Brachypodium rupestre",4.7,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA
"Brachypodium sylvaticum","Brachypodium sylvaticum",0.5,0.13,NA,NA,NA,4.34,NA,80,9.35,0.31,NA,161
"Brassica","Brassica juncea_Brassica napus_Brassica oleracea_Brassica rapa",NA,0.4135,NA,NA,0.129898611111111,NA,0.198546296296296,0,14.7,0.0695,NA,426.87325
"Brassica barrelieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brassica carinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brassica juncea","Brassica juncea",NA,NA,NA,NA,0.137733333333333,NA,0.193333333333333,NA,NA,NA,NA,NA
"Brassica napus","Brassica napus",NA,NA,NA,NA,0.122063888888889,NA,0.146055555555556,NA,NA,NA,NA,NA
"Brassica napus var. napus","Brassica napus",NA,NA,NA,NA,0.122063888888889,NA,0.146055555555556,NA,NA,NA,NA,NA
"Brassica nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brassica oleracea","Brassica oleracea",NA,0.4135,NA,NA,NA,NA,0.25625,0,NA,0.0695,NA,111.7465
"Brassica rapa","Brassica rapa",NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,742
"Brassica tournefortii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brassicaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briza","Briza maxima_Briza media",8.8,0.1713633333,394.2,NA,0.075759616,20.92,0.470096476833333,68,2.042559524,0.1796679513,NA,288.698723609091
"Briza maxima","Briza maxima",NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA
"Briza media","Briza media",8.8,0.1713633333,394.2,NA,0.075759616,20.92,0.470096476833333,60,2.042559524,0.1796679513,NA,288.698723609091
"Briza minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromopsis benekenii","Bromus benekenii",0.5,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA
"Bromopsis erecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromopsis inermis","Bromus inermis",8,0.281416666666667,378.2,19.39487179,0.17,NA,0.559941694785714,63.2222222222222,17.2014533333333,0.268601793266667,NA,108.772497462444
"Bromopsis ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromus","Bromus commutatus_Bromus hordeaceus_Bromus japonicus_Bromus lanceolatus_Bromus racemosus_Bromus secalinus_Bromus squarrosus",NA,0.186754227945834,397.556952866667,46.45876321,NA,10.38426258585,0.338241315813462,52.5,8.87477406833333,0.144041666666667,1.5,471.236400734524
"Bromus arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromus commutatus","Bromus commutatus",NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.151,1.5,NA
"Bromus commutatus subsp. decipiens","Bromus commutatus",NA,0.16,NA,NA,NA,NA,NA,NA,NA,0.151,1.5,NA
"Bromus grossus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bromus hordeaceus","Bromus hordeaceus",NA,0.213508455891667,397.556952866667,46.45876321,NA,10.38426258585,0.391482631626923,50,8.87477406833333,0.137083333333333,NA,471.236400734524
"Bromus hordeaceus subsp. hordeaceus","Bromus hordeaceus",NA,0.213508455891667,397.556952866667,46.45876321,NA,10.38426258585,0.391482631626923,50,8.87477406833333,0.137083333333333,NA,471.236400734524
"Bromus japonicus","Bromus japonicus",NA,NA,NA,NA,NA,NA,NA,35,NA,NA,1.5,NA
"Bromus lanceolatus","Bromus lanceolatus",NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA
"Bromus racemosus","Bromus racemosus",NA,NA,NA,NA,NA,NA,NA,53,NA,NA,1.5,NA
"Bromus secalinus","Bromus secalinus",NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
"Bromus squarrosus","Bromus squarrosus",NA,NA,NA,NA,NA,NA,0.285,40,NA,NA,NA,NA
"Bryonia dioica","Bryonia cretica",NA,NA,383,NA,0.056,NA,0.26,NA,4.3,NA,NA,NA
"Bryonia dioica subsp. dioica","Bryonia cretica",NA,NA,383,NA,0.056,NA,0.26,NA,4.3,NA,NA,NA
"Bryum dichotomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buglossoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buglossoides arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bunias erucago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bunias orientalis","Bunias orientalis",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Bunium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bunium bulbocastanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bunium pachypodum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Buphthalmum salicifolium","Buphthalmum salicifolium",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bupleurum rotundifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bupleurum subovatum","Bupleurum longifolium",0.5,NA,NA,NA,NA,NA,NA,69.7777777777778,NA,NA,NA,NA
"Bupleurum tenuissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cakile maritima","Cakile maritima",NA,NA,NA,NA,0.102685714285714,NA,0.0897142857142857,NA,NA,NA,NA,NA
"Calamagrostis","Calamagrostis canescens_Calamagrostis epigejos",6.8,NA,NA,NA,NA,NA,0.454987673620833,0,NA,NA,NA,NA
"Calamagrostis canescens","Calamagrostis canescens",6.8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Calamagrostis epigejos","Calamagrostis epigejos",6.8,NA,NA,NA,NA,NA,0.454987673620833,NA,NA,NA,NA,NA
"Calendula","Calendula officinalis",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"Calendula arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calendula officinalis","Calendula officinalis",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"Calepina irregularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camelina","Camelina microcarpa",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Camelina alyssum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camelina microcarpa","Camelina microcarpa",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Camelina rumelica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camelina sativa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camelina sativa var. pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campanula","Campanula glomerata_Campanula patula_Campanula persicifolia_Campanula rapunculoides_Campanula rotundifolia",6.65,0.203350000166666,423.172204463334,29.0240419386666,0.1173694094,4.0406750763125,0.56123409775,49.7410714285714,13.7060602025,0.092025656,NA,702.78813802
"Campanula erinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campanula glomerata","Campanula glomerata",NA,NA,NA,NA,NA,NA,NA,64.25,NA,NA,NA,NA
"Campanula patula","Campanula patula",NA,0.265133333333333,423.562678266667,25.8161735033333,NA,4.0406750763125,0.3456326675,55,14.265939535,0.0375,NA,929.91847535
"Campanula persicifolia","Campanula persicifolia",2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campanula rapunculoides","Campanula rapunculoides",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
"Campanula rapunculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campanula rotundifolia","Campanula rotundifolia",10.7,0.141566667,422.78173066,32.231910374,0.1173694094,NA,0.776835528,29.7142857142857,13.14618087,0.146551312,NA,475.65780069
"Cannabis sativa","Cannabis sativa",NA,NA,NA,NA,NA,NA,0.114,80,NA,NA,NA,NA
"Capsella bursa-pastoris","Capsella bursa-pastoris",NA,0.134866667,NA,NA,NA,NA,0.294638074444444,NA,NA,0.316666667,NA,266.0227222
"Capsella rubella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardamine","Cardamine pratensis",10.5,0.167699452571429,392.681742633333,22.4973265766667,NA,5.66008679465,0.2793929038,NA,17.8243210566667,0.0898333334,NA,1407.82877832
"Cardamine flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardamine hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cardamine pratensis","Cardamine pratensis",10.5,0.167699452571429,392.681742633333,22.4973265766667,NA,5.66008679465,0.2793929038,NA,17.8243210566667,0.0898333334,NA,1407.82877832
"Carduus","Carduus nutans",NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA
"Carduus acanthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus crispus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus nigrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus nutans","Carduus nutans",NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA
"Carduus pycnocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carduus tenuiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex","Carex caryophyllea_Carex curvula_Carex divulsa_Carex flacca_Carex halleriana_Carex hirta_Carex loliacea_Carex muricata_Carex nigra_Carex otrubae_Carex pallescens_Carex pendula_Carex riparia_Carex spicata_Carex vulpina",5.74285714285714,0.169792436857143,446.901785941667,67.7896902679167,0.21485,5.99643915,0.531940040362847,0.6875,8.38229471474999,0.344988829142857,NA,90.7049984421875
"Carex caryophyllea","Carex caryophyllea",8.8,0.0784,NA,NA,NA,NA,0.417249417,5.5,NA,NA,NA,NA
"Carex curvula","Carex curvula",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex divulsa","Carex divulsa",6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex flacca","Carex flacca",9.4,0.380313725,451.1,112.5187032,0.2287,5.99643915,0.585603591451389,NA,4.95666666666667,0.169025277285714,NA,218.7926062125
"Carex halleriana","Carex halleriana",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex hirta","Carex hirta",9.8,0.0947,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Carex muricata","Carex muricata",26.5,0.188633333,NA,NA,NA,NA,0.752407153,0,NA,0.520952381,NA,60.48406646
"Carex nigra","Carex nigra",8.8,0.2421,477.1694485,71.80219336,0.201,NA,0.3725,0,6.648625922,NA,NA,9.14
"Carex otrubae","Carex otrubae",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex pairae","Carex loliacea",NA,0.1094,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Carex pallescens","Carex pallescens",0.5,0.095,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Carex pendula","Carex pendula",0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Carex riparia","Carex riparia",6.8,NA,442.98,48.15,NA,NA,NA,NA,9.2,NA,NA,NA
"Carex spicata","Carex spicata",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carex vulpina","Carex vulpina",0.5,NA,416.357695266667,38.6878645116667,NA,NA,NA,0,12.7238862703333,NA,NA,74.40332109625
"Carlina corymbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlina lanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlina vulgaris","Carlina vulgaris",NA,0.246275925888889,NA,NA,NA,NA,0.863013699,63,NA,0.0828880221111111,NA,322.353874933333
"Carpinus betulus","Carpinus betulus",NA,0.949337090598958,473.34,44.1332310666667,NA,0.47375,0.293202847,98.425,10.0258245381667,0.537982292354167,0.39375,29.9838924136667
"Carthamus lanatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carthamus mitissimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carum carvi","Carum carvi",NA,0.579907407444444,417.96931152,27.498653982,NA,0.66900065685,0.451100903833333,52,17.847980464,0.190510752666667,NA,302.658616828333
"Caryophyllaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castanea sativa","Castanea sativa",NA,NA,480,53.18681319,NA,NA,0.4654255685,100,11.7,NA,NA,NA
"Catananche caerulea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catapodium rigidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caucalis platycarpos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celtis australis","Celtis australis",NA,0.281675,NA,NA,0.327355672,NA,0.101044115,1.508333333,NA,0.766484225,NA,22.54309961
"Cenchrus americanus","Pennisetum glaucum",NA,0.366116666666667,NA,NA,NA,NA,0.359416666666667,NA,NA,0.186141471666667,NA,151.826661666667
"Cenchrus incertus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea","Centaurea aspera_Centaurea jacea_Centaurea nigra_Centaurea nigrescens_Centaurea scabiosa_Centaurea solstitialis_Centaurea stoebe",1.7,0.323768518518519,408.402920083469,43.759501258,0.177841881156818,2.7076642762037,0.343473554863248,58.38,8.90099904823335,0.160776842535715,0.155,101.632348291416
"Centaurea argentea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea aspera","Centaurea aspera",NA,0.3188,NA,NA,NA,NA,NA,57.34,NA,NA,NA,NA
"Centaurea benedicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea calcitrapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea collina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea decipiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea diluta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea eriophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea jacea","Centaurea jacea",4.1,0.328737037037037,390.728508646939,30.39291097,0.207434720113636,2.7076642762037,0.480420664589744,61,10.3051536856667,0.133545752671429,0.155,116.618459720833
"Centaurea jacea subsp. jacea","Centaurea jacea",4.1,0.328737037037037,390.728508646939,30.39291097,0.207434720113636,2.7076642762037,0.480420664589744,61,10.3051536856667,0.133545752671429,0.155,116.618459720833
"Centaurea jacea subsp. timbalii","Centaurea jacea",4.1,0.328737037037037,390.728508646939,30.39291097,0.207434720113636,2.7076642762037,0.480420664589744,61,10.3051536856667,0.133545752671429,0.155,116.618459720833
"Centaurea melitensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea nigra","Centaurea nigra",0.5,NA,426.07733152,57.126091546,0.1482490422,NA,NA,NA,7.4968444108,0.1880079324,NA,86.646236862
"Centaurea nigrescens","Centaurea nigrescens",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea pullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurea scabiosa","Centaurea scabiosa",NA,NA,NA,NA,NA,NA,NA,56.8,NA,NA,NA,NA
"Centaurea solstitialis","Centaurea solstitialis",NA,NA,NA,NA,NA,NA,0.283333333333333,NA,NA,NA,NA,NA
"Centaurea stoebe","Centaurea stoebe",NA,NA,NA,NA,NA,NA,0.266666666666667,NA,NA,NA,NA,NA
"Centaurium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurium erythraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurium erythraea subsp. erythraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurium pulchellum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centaurium tenuiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centranthus calcitrapae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centranthus ruber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalanthera rubra","Cephalanthera rubra",5.5,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA
"Cerastium","Cerastium arvense_Cerastium dichotomum_Cerastium fontanum_Cerastium glomeratum_Cerastium pumilum",10.9,0.2353833335,418.64651692,58.8182891046667,0.238185740866667,NA,0.159399361548148,5.27777777777777,11.7106194695,0.3098132167,NA,170.402002362222
"Cerastium arvense","Cerastium arvense",8.8,0.188766667,NA,NA,NA,NA,NA,15.8333333333333,NA,0.486326636,NA,91.58154988
"Cerastium brachypetalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cerastium brachypetalum subsp. brachypetalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cerastium dichotomum","Cerastium dichotomum",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Cerastium diffusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
