"original_taxa","accepted_taxref","taxref_key","taxref_rank","taxref_full_name","taxref_class","taxref_order","taxref_family","taxref_status","G1_INPN","G2_INPN","G3_INPN","habitat","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_taxa","full_name","accepted_rank","in_AT_VIN_SECBIVIT","in_AT_VINEDIVERS","in_BE_ANN_EXPLORE","in_DE_VIN_SECBIVIT","in_EU_HMETCALF","in_FR_ABY","in_FR_ALL_500_ENI","in_FR_ALL_LANGUEDOC","in_FR_ANN_37","in_FR_ANN_45","in_FR_ANN_BARR","in_FR_ANN_BIOVIGILANCE","in_FR_ANN_BOURGOGNE","in_FR_ANN_CASDAR","in_FR_ANN_DEEPIMPACT","in_FR_ANN_FENAY_GFPHD","in_FR_ANN_MP","in_FR_CASYS","in_FR_CBN","in_FR_OLI_GENTY","in_FR_SECBIVIT","in_FR_SUN_ENIVTH","in_FR_VIN_ALPES","in_FR_VIN_BIOVIGILANCE","in_FR_VIN_FLAVI","in_FR_VIN_GIGNAC","in_FR_VIN_HERAULT","in_FR_VIN_SAVM","in_FR_VINE_BDX","in_FR_VINE_CA33","in_RO_VIN_SECBIVIT","in_UK_ANN_Boundary_Margin_Verge"
"Centranthus calcitrapa","Centranthus calcitrapae",89881,"ES","Centranthus calcitrapae (L.) Dufr., 1811","Equisetopsida","Dipsacales","Caprifoliaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Centranthus calcitrapae",7298987,"SPECIES","Centranthus calcitrapae (L.) Dufr.","Tracheophyta","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Centranthus calcitrapae","Centranthus calcitrapae (L.) Dufr., 1811","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centranthus calcitrapae","Centranthus calcitrapae",89881,"ES","Centranthus calcitrapae (L.) Dufr., 1811","Equisetopsida","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Centranthus calcitrapae",7298987,"SPECIES","Centranthus calcitrapae (L.) Dufr.","Tracheophyta","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Centranthus calcitrapae","Centranthus calcitrapae (L.) Dufr., 1811","SPECIES",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"Centranthus ruber","Centranthus ruber",89888,"ES","Centranthus ruber (L.) DC., 1805","Equisetopsida","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Centranthus ruber",2888740,"SPECIES","Centranthus ruber (L.) DC.","Tracheophyta","Dipsacales","Caprifoliaceae","EXACT_ACCEPTED","Centranthus ruber","Centranthus ruber (L.) DC., 1805","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Cephalanthera rubra","Cephalanthera rubra",89928,"ES","Cephalanthera rubra (L.) Rich., 1817","Equisetopsida","Asparagales","Orchidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cephalanthera rubra",2795845,"SPECIES","Cephalanthera rubra (L.) Rich.","Tracheophyta","Asparagales","Orchidaceae","EXACT_ACCEPTED","Cephalanthera rubra","Cephalanthera rubra (L.) Rich., 1817","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium","Cerastium",190485,"GN","Cerastium L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium",2873815,"GENUS","Cerastium L.","Tracheophyta","Caryophyllales","Caryophyllaceae","HIGHERRANK_ACCEPTED","Cerastium","Cerastium L., 1753","GENUS",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cerastium arvense","Cerastium arvense",89968,"ES","Cerastium arvense L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium arvense",3085433,"SPECIES","Cerastium arvense L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium arvense","Cerastium arvense L., 1753","SPECIES",0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium brachypetalum","Cerastium brachypetalum",89979,"ES","Cerastium brachypetalum Pers., 1805","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium brachypetalum",3085439,"SPECIES","Cerastium brachypetalum Desp. ex Pers.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium brachypetalum","Cerastium brachypetalum Pers., 1805","SPECIES",1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium brachypetalum brachypetalum","Cerastium brachypetalum subsp. brachypetalum",133089,"SSES","Cerastium brachypetalum subsp. brachypetalum Pers., 1805","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium brachypetalum brachypetalum",6364352,"SUBSPECIES","Cerastium brachypetalum subsp. brachypetalum","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium brachypetalum subsp. brachypetalum","Cerastium brachypetalum subsp. brachypetalum Pers., 1805","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cerastium brachypetalum luridum","Cerastium brachypetalum subsp. brachypetalum",133089,"SSES","Cerastium brachypetalum subsp. brachypetalum Pers., 1805","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Cerastium brachypetalum brachypetalum",6364352,"SUBSPECIES","Cerastium brachypetalum subsp. brachypetalum","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium brachypetalum subsp. brachypetalum","Cerastium brachypetalum subsp. brachypetalum Pers., 1805","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium dichotomum","Cerastium dichotomum",89997,"ES","Cerastium dichotomum L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium dichotomum",3085435,"SPECIES","Cerastium dichotomum L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium dichotomum","Cerastium dichotomum L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium diffusum","Cerastium diffusum",89998,"ES","Cerastium diffusum Pers., 1805","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium diffusum",3085464,"SPECIES","Cerastium diffusum Pers.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium diffusum","Cerastium diffusum Pers., 1805","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium fontanum","Cerastium fontanum",90008,"ES","Cerastium fontanum Baumg., 1816","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium fontanum",3085458,"SPECIES","Cerastium fontanum Baumg.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium fontanum","Cerastium fontanum Baumg., 1816","SPECIES",0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"Cerastium fontanum vulgare","Cerastium fontanum subsp. vulgare",133108,"SSES","Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium holosteoides",6364031,"SPECIES","Cerastium holosteoides Fr.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Cerastium fontanum subsp. vulgare","Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982","SUBSPECIES",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Cerastium glomeratum","Cerastium glomeratum",90017,"ES","Cerastium glomeratum Thuill., 1799","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium glomeratum",3085440,"SPECIES","Cerastium glomeratum Thuill.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium glomeratum","Cerastium glomeratum Thuill., 1799","SPECIES",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Cerastium holosteoides","Cerastium fontanum subsp. vulgare",133108,"SSES","Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Cerastium holosteoides",6364031,"SPECIES","Cerastium holosteoides Fr.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Cerastium fontanum subsp. vulgare","Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982","SUBSPECIES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Cerastium perfoliatum","Cerastium perfoliatum",1049243,"ES","Cerastium perfoliatum L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Dichodon perfoliatum",5588554,"SPECIES","Dichodon perfoliatum (L.) Á.Löve & D.Löve","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Cerastium perfoliatum","Cerastium perfoliatum L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium pumilum","Cerastium pumilum",90076,"ES","Cerastium pumilum Curtis, 1777","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium pumilum",3085469,"SPECIES","Cerastium pumilum Curtis","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium pumilum","Cerastium pumilum Curtis, 1777","SPECIES",1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cerastium ramosissimum","Cerastium ramosissimum",90080,"ES","Cerastium ramosissimum Boiss., 1838","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium ramosissimum",7267109,"SPECIES","Cerastium ramosissimum Boiss.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium ramosissimum","Cerastium ramosissimum Boiss., 1838","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cerastium semidecandrum","Cerastium semidecandrum",90091,"ES","Cerastium semidecandrum L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerastium semidecandrum",3085434,"SPECIES","Cerastium semidecandrum L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Cerastium semidecandrum","Cerastium semidecandrum L., 1753","SPECIES",1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"Cerastium vulgare","Cerastium fontanum subsp. vulgare",133108,"SSES","Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Cerastium holosteoides",6364031,"SPECIES","Cerastium holosteoides Fr.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_SYNONYM","Cerastium fontanum subsp. vulgare","Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet, 1982","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Ceratocephala falcata","Ceratocephala falcata",90180,"ES","Ceratocephala falcata (L.) Pers., 1805","Equisetopsida","Ranunculales","Ranunculaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ceratocephala falcata falcata",7277378,"SUBSPECIES","Ceratocephala falcata subsp. falcata","Tracheophyta","Ranunculales","Ranunculaceae","EXACT_SYNONYM","Ceratocephala falcata","Ceratocephala falcata (L.) Pers., 1805","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ceratochloa cathartica","Ceratochloa cathartica",90192,"ES","Ceratochloa cathartica (Vahl) Herter, 1940","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Bromus catharticus",2703723,"SPECIES","Bromus catharticus Vahl","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Ceratochloa cathartica","Ceratochloa cathartica (Vahl) Herter, 1940","SPECIES",0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Cercis siliquastrum","Cercis siliquastrum",90234,"ES","Cercis siliquastrum L., 1753","Equisetopsida","Fabales","Fabaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cercis siliquastrum",5353590,"SPECIES","Cercis siliquastrum L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","Cercis siliquastrum","Cercis siliquastrum L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Cerinthe minor","Cerinthe minor",90259,"ES","Cerinthe minor L., 1753","Equisetopsida","Boraginales","Boraginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cerinthe minor",7294722,"SPECIES","Cerinthe minor L.","Tracheophyta","Boraginales","Boraginaceae","EXACT_ACCEPTED","Cerinthe minor","Cerinthe minor L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cervaria rivini","Cervaria rivini",90278,"ES","Cervaria rivini Gaertn., 1788","Equisetopsida","Apiales","Apiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Cervaria rivini",5540777,"SPECIES","Cervaria rivini Gaertn.","Tracheophyta","Apiales","Apiaceae","EXACT_ACCEPTED","Cervaria rivini","Cervaria rivini Gaertn., 1788","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaenomeles x superba","Chaenomeles x superba",90311,"ES","Chaenomeles x superba (Frahm) Rehder, 1920","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Chaenomeles superba",3000632,"SPECIES","Chaenomeles × superba (Frahm) Rehder","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Chaenomeles x superba","Chaenomeles x superba (Frahm) Rehder, 1920","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chaenorhinum minus","Chaenorhinum minus",90316,"ES","Chaenorhinum minus (L.) Lange, 1870","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaenorhinum minus",3171669,"SPECIES","Chaenorhinum minus (L.) Lange","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Chaenorhinum minus","Chaenorhinum minus (L.) Lange, 1870","SPECIES",0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Chaenorhinum origanifolium","Chaenorhinum origanifolium",90317,"ES","Chaenorhinum origanifolium (L.) Kostel., 1844","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaenorhinum origanifolium origanifolium",7332416,"SUBSPECIES","Chaenorhinum origanifolium subsp. origanifolium","Tracheophyta","Lamiales","Plantaginaceae","EXACT_SYNONYM","Chaenorhinum origanifolium","Chaenorhinum origanifolium (L.) Kostel., 1844","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaenorhinum rubrifolium","Chaenorhinum rubrifolium",90319,"ES","Chaenorhinum rubrifolium (Robill. & Castagne ex DC.) Fourr., 1869","Equisetopsida","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaenorhinum rubrifolium",8056226,"SPECIES","Chaenorhinum rubrifolium (Robill. & Castagne ex DC.) Fourr.","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Chaenorhinum rubrifolium","Chaenorhinum rubrifolium (Robill. & Castagne ex DC.) Fourr., 1869","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaenorrhinum minus","Chaenorhinum minus",90316,"ES","Chaenorhinum minus (L.) Lange, 1870","Equisetopsida","Lamiales","Plantaginaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaenorhinum minus",3171669,"SPECIES","Chaenorhinum minus (L.) Lange","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Chaenorhinum minus","Chaenorhinum minus (L.) Lange, 1870","SPECIES",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Chaenorrhinum minus minus","Chaenorhinum minus subsp. minus",133183,"SSES","Chaenorhinum minus subsp. minus (L.) Lange, 1870","Equisetopsida","Lamiales","Plantaginaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaenorhinum minus minus",6439389,"SUBSPECIES","Chaenorhinum minus subsp. minus","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","Chaenorhinum minus subsp. minus","Chaenorhinum minus subsp. minus (L.) Lange, 1870","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaerophyllum","Chaerophyllum",190580,"GN","Chaerophyllum L., 1753","Equisetopsida","Apiales","Apiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaerophyllum",3034649,"GENUS","Chaerophyllum L.","Tracheophyta","Apiales","Apiaceae","HIGHERRANK_ACCEPTED","Chaerophyllum","Chaerophyllum L., 1753","GENUS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Chaerophyllum temulum","Chaerophyllum temulum",90356,"ES","Chaerophyllum temulum L., 1753","Equisetopsida","Apiales","Apiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chaerophyllum temulum",3034650,"SPECIES","Chaerophyllum temulum L.","Tracheophyta","Apiales","Apiaceae","EXACT_ACCEPTED","Chaerophyllum temulum","Chaerophyllum temulum L., 1753","SPECIES",0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Chamaemelum nobile","Chamaemelum nobile",90470,"ES","Chamaemelum nobile (L.) All., 1785","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chamaemelum nobile",5391599,"SPECIES","Chamaemelum nobile (L.) All.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Chamaemelum nobile","Chamaemelum nobile (L.) All., 1785","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chamaenerion angustifolium","Chamaenerion angustifolium",90483,"ES","Chamaenerion angustifolium (L.) Scop., 1771","Equisetopsida","Myrtales","Onagraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chamaenerion angustifolium",6428353,"SPECIES","Chamaenerion angustifolium (L.) Scop.","Tracheophyta","Myrtales","Onagraceae","EXACT_ACCEPTED","Chamaenerion angustifolium","Chamaenerion angustifolium (L.) Scop., 1771","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chamerion angustifolium","Chamaenerion angustifolium",90483,"ES","Chamaenerion angustifolium (L.) Scop., 1771","Equisetopsida","Myrtales","Onagraceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Chamaenerion angustifolium",6428353,"SPECIES","Chamaenerion angustifolium (L.) Scop.","Tracheophyta","Myrtales","Onagraceae","EXACT_ACCEPTED","Chamaenerion angustifolium","Chamaenerion angustifolium (L.) Scop., 1771","SPECIES",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chelidonium","Chelidonium",190670,"GN","Chelidonium L., 1753","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chelidonium",2888412,"GENUS","Chelidonium L.","Tracheophyta","Ranunculales","Papaveraceae","HIGHERRANK_ACCEPTED","Chelidonium","Chelidonium L., 1753","GENUS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chelidonium majus","Chelidonium majus",90669,"ES","Chelidonium majus L., 1753","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chelidonium majus",5334186,"SPECIES","Chelidonium majus L.","Tracheophyta","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Chelidonium majus","Chelidonium majus L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Chenopodiaceae","Amaranthaceae",187277,"FM","Amaranthaceae Juss., 1789","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Amaranthaceae",3064,"FAMILY","Amaranthaceae","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Amaranthaceae","Amaranthaceae Juss., 1789","FAMILY",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chenopodiastrum hybridum","Chenopodiastrum hybridum",717137,"ES","Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch, 2012","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chenopodiastrum hybridum",7551162,"SPECIES","Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Chenopodiastrum hybridum","Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch, 2012","SPECIES",0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"Chenopodiastrum murale","Chenopodiastrum murale",717138,"ES","Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch, 2012","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chenopodiastrum murale",8149099,"SPECIES","Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Chenopodiastrum murale","Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch, 2012","SPECIES",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Chenopodium","Chenopodium",190679,"GN","Chenopodium L., 1753","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chenopodium",3083823,"GENUS","Chenopodium L.","Tracheophyta","Caryophyllales","Amaranthaceae","HIGHERRANK_ACCEPTED","Chenopodium","Chenopodium L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Chenopodium album","Chenopodium album",90681,"ES","Chenopodium album L., 1753","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chenopodium album",3083838,"SPECIES","Chenopodium album L.","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Chenopodium album","Chenopodium album L., 1753","SPECIES",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chenopodium album album","Chenopodium album subsp. album",133219,"SSES","Chenopodium album subsp. album L., 1753","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chenopodium album",3083838,"SPECIES","Chenopodium album L.","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_SYNONYM","Chenopodium album subsp. album","Chenopodium album subsp. album L., 1753","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chenopodium ficifolium","Chenopodium ficifolium",90724,"ES","Chenopodium ficifolium Sm., 1800","Equisetopsida","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Chenopodium ficifolium",3083862,"SPECIES","Chenopodium ficifolium Sm.","Tracheophyta","Caryophyllales","Amaranthaceae","EXACT_ACCEPTED","Chenopodium ficifolium","Chenopodium ficifolium Sm., 1800","SPECIES",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
