"original_taxa","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_rank","accepted_taxa"
"Stephostachys mertensii","Stephostachys mertensii",6068595,"SPECIES","Stephostachys mertensii (Roth) Zuloaga & Morrone","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Stephostachys mertensii"
"Sterculia setigera","Sterculia setigera",5406681,"SPECIES","Sterculia setigera Delile","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sterculia setigera"
"Sterculia tragacantha","Sterculia tragacantha",5406677,"SPECIES","Sterculia tragacantha Lindl.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sterculia tragacantha"
"Stigmaphyllon sinuatum","Stigmaphyllon sinuatum",3982696,"SPECIES","Stigmaphyllon sinuatum (DC.) A.Juss.","Tracheophyta","Malpighiales","Malpighiaceae","EXACT_ACCEPTED","SPECIES","Stigmaphyllon sinuatum"
"Striga asiatica","Striga asiatica",3171161,"SPECIES","Striga asiatica (L.) Kuntze","Tracheophyta","Lamiales","Orobanchaceae","EXACT_ACCEPTED","SPECIES","Striga asiatica"
"Striga aspera","Striga aspera",3729550,"SPECIES","Striga aspera (Willd.) Benth.","Tracheophyta","Lamiales","Orobanchaceae","EXACT_ACCEPTED","SPECIES","Striga aspera"
"Striga hermonthica","Striga hermonthica",3171159,"SPECIES","Striga hermonthica (Delile) Benth.","Tracheophyta","Lamiales","Orobanchaceae","EXACT_ACCEPTED","SPECIES","Striga hermonthica"
"Strophanthus hispidus","Strophanthus hispidus",3169609,"SPECIES","Strophanthus hispidus A.DC.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Strophanthus hispidus"
"Strophanthus sarmentosus","Strophanthus sarmentosus",3169613,"SPECIES","Strophanthus sarmentosus DC.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Strophanthus sarmentosus"
"Struchium sparganophorum","Struchium sparganophorum",3144503,"SPECIES","Struchium sparganophorum (L.) Kuntze","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Struchium sparganophorum"
"Strychnos spinosa","Strychnos spinosa",5414400,"SPECIES","Strychnos spinosa Lam.","Tracheophyta","Gentianales","Loganiaceae","EXACT_ACCEPTED","SPECIES","Strychnos spinosa"
"Stylochaeton","Stylochaeton",2871821,"GENUS","Stylochaeton Lepr.","Tracheophyta","Alismatales","Araceae","HIGHERRANK_ACCEPTED","GENUS","Stylochaeton"
"Stylochaeton hypogeum","Stylochaeton hypogeum",7509684,"SPECIES","Stylochaeton hypogeum Lepr.","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Stylochaeton hypogeum"
"Stylochaeton lancifolius","Stylochaeton lancifolium",7770248,"SPECIES","Stylochaeton lancifolium Kotschy & Peyr.","Tracheophyta","Alismatales","Araceae","FUZZY_ACCEPTED","SPECIES","Stylochaeton lancifolium"
"Stylosanthes","Stylosanthes",2975672,"GENUS","Stylosanthes Sw.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Stylosanthes"
"Stylosanthes erecta","Stylosanthes erecta",2975724,"SPECIES","Stylosanthes erecta P.Beauv.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Stylosanthes erecta"
"Stylosanthes guianensis","Stylosanthes guianensis",2975693,"SPECIES","Stylosanthes guianensis (Aubl.) Sw.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Stylosanthes guianensis"
"Symphyotrichum squamatum","Symphyotrichum squamatum",3151764,"SPECIES","Symphyotrichum squamatum (Spreng.) G.L.Nesom","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Symphyotrichum squamatum"
"Synedrella nodiflora","Synedrella nodiflora",5404991,"SPECIES","Synedrella nodiflora (L.) Gaertn.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Synedrella nodiflora"
"Syzygium samarangense","Syzygium samarangense",3183180,"SPECIES","Syzygium samarangense (Blume) Merr. & L.M.Perry","Tracheophyta","Myrtales","Myrtaceae","EXACT_ACCEPTED","SPECIES","Syzygium samarangense"
"Tabebuia pallida","Tabebuia pallida",3172527,"SPECIES","Tabebuia pallida (Lindl.) Miers","Tracheophyta","Lamiales","Bignoniaceae","EXACT_ACCEPTED","SPECIES","Tabebuia pallida"
"Tacca leontopetaloides","Tacca leontopetaloides",2755866,"SPECIES","Tacca leontopetaloides (L.) Kuntze","Tracheophyta","Dioscoreales","Dioscoreaceae","EXACT_ACCEPTED","SPECIES","Tacca leontopetaloides"
"Tagetes","Tagetes",3088468,"GENUS","Tagetes L.","Tracheophyta","Asterales","Asteraceae","HIGHERRANK_ACCEPTED","GENUS","Tagetes"
"Tagetes patula","Tagetes erecta",3088488,"SPECIES","Tagetes erecta L.","Tracheophyta","Asterales","Asteraceae","EXACT_SYNONYM","SPECIES","Tagetes erecta"
"Talinum","Talinum",3084663,"GENUS","Talinum Adans.","Tracheophyta","Caryophyllales","Talinaceae","HIGHERRANK_ACCEPTED","GENUS","Talinum"
"Talinum fruticosum","Talinum fruticosum",3084670,"SPECIES","Talinum fruticosum (L.) Juss.","Tracheophyta","Caryophyllales","Talinaceae","EXACT_ACCEPTED","SPECIES","Talinum fruticosum"
"Tamarindus indica","Tamarindus indica",2975768,"SPECIES","Tamarindus indica L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tamarindus indica"
"Tamarix senegalensis","Tamarix senegalensis",3613063,"SPECIES","Tamarix senegalensis DC.","Tracheophyta","Caryophyllales","Tamaricaceae","EXACT_ACCEPTED","SPECIES","Tamarix senegalensis"
"Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,"GENUS","Taraxacum"
"Tarenaya aculeata","Tarenaya aculeata",9817145,"SPECIES","Tarenaya aculeata (L.) Soares Neto & Roalson","Tracheophyta","Brassicales","Cleomaceae","EXACT_ACCEPTED","SPECIES","Tarenaya aculeata"
"Tectona grandis","Tectona grandis",2925649,"SPECIES","Tectona grandis L.f.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Tectona grandis"
"Telosma africana","Telosma africana",3170428,"SPECIES","Telosma africana (N.E.Br.) N.E.Br.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Telosma africana"
"Tephrosia",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Tephrosia"
"Tephrosia bracteolata","Tephrosia bracteolata",5341974,"SPECIES","Tephrosia bracteolata Guill. & Perr.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia bracteolata"
"Tephrosia elegans","Tephrosia elegans",5342430,"SPECIES","Tephrosia elegans Schumach.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia elegans"
"Tephrosia flexuosa","Tephrosia flexuosa",5341921,"SPECIES","Tephrosia flexuosa G.Don","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia flexuosa"
"Tephrosia linearis","Tephrosia linearis",5342046,"SPECIES","Tephrosia linearis (Willd.) Pers.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia linearis"
"Tephrosia noctiflora","Tephrosia noctiflora",5342209,"SPECIES","Tephrosia noctiflora Bojer ex Baker","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia noctiflora"
"Tephrosia pedicellata","Tephrosia pedicellata",5342364,"SPECIES","Tephrosia pedicellata Baker","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia pedicellata"
"Tephrosia platycarpa","Tephrosia platycarpa",5342137,"SPECIES","Tephrosia platycarpa Guill. & Perr.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia platycarpa"
"Tephrosia purpurea","Tephrosia purpurea",5342239,"SPECIES","Tephrosia purpurea (L.) Pers.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia purpurea"
"Tephrosia vogelii","Tephrosia vogelii",5342354,"SPECIES","Tephrosia vogelii Hook.f.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Tephrosia vogelii"
"Teramnus labialis","Teramnus labialis",8777864,"SPECIES","Teramnus labialis (L.f.) Spreng.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Teramnus labialis"
"Terminalia","Terminalia",3189387,"GENUS","Terminalia L.","Tracheophyta","Myrtales","Combretaceae","HIGHERRANK_ACCEPTED","GENUS","Terminalia"
"Terminalia glaucescens","Terminalia schimperiana",3699820,"SPECIES","Terminalia schimperiana Hochst. ex Engl. & Diels","Tracheophyta","Myrtales","Combretaceae","EXACT_SYNONYM","SPECIES","Terminalia schimperiana"
"Terminalia leiocarpa","Terminalia leiocarpa",3698332,"SPECIES","Terminalia leiocarpa (DC.) Baill.","Tracheophyta","Myrtales","Combretaceae","EXACT_ACCEPTED","SPECIES","Terminalia leiocarpa"
"Tetracera alnifolia","Tetracera alnifolia",5680805,"SPECIES","Tetracera alnifolia Willd.","Tracheophyta","Dilleniales","Dilleniaceae","EXACT_ACCEPTED","SPECIES","Tetracera alnifolia"
"Tetradenia riparia","Tetradenia riparia",5609418,"SPECIES","Tetradenia riparia (Hochst.) Codd","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","SPECIES","Tetradenia riparia"
"Tetragonia tetragonioides","Tetragonia tetragonioides",5384307,"SPECIES","Tetragonia tetragonioides (Pallas) Kuntze","Tracheophyta","Caryophyllales","Aizoaceae","EXACT_ACCEPTED","SPECIES","Tetragonia tetragonioides"
"Thalia geniculata","Thalia geniculata",5303044,"SPECIES","Thalia geniculata L.","Tracheophyta","Zingiberales","Marantaceae","EXACT_ACCEPTED","SPECIES","Thalia geniculata"
"Thaumatococcus daniellii","Thaumatococcus daniellii",11066824,"SPECIES","Thaumatococcus daniellii (Benn.) Benth. ex Eichler","Tracheophyta","Zingiberales","Marantaceae","EXACT_ACCEPTED","SPECIES","Thaumatococcus daniellii"
"Thelepogon elegans","Thelepogon elegans",4126446,"SPECIES","Thelepogon elegans Roth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Thelepogon elegans"
"Thelypteris striata","Cyclosorus striatus",4081388,"SPECIES","Cyclosorus striatus (Schumach.) Ching","Tracheophyta","Polypodiales","Thelypteridaceae","EXACT_SYNONYM","SPECIES","Cyclosorus striatus"
"Themeda quadrivalvis","Themeda quadrivalvis",2703469,"SPECIES","Themeda quadrivalvis (L.) Kuntze","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Themeda quadrivalvis"
"Thunbergia fragrans","Thunbergia fragrans",5415458,"SPECIES","Thunbergia fragrans Roxb.","Tracheophyta","Lamiales","Acanthaceae","EXACT_ACCEPTED","SPECIES","Thunbergia fragrans"
"Thysanolaena latifolia","Thysanolaena latifolia",4124764,"SPECIES","Thysanolaena latifolia (Roxb. ex Hornem.) Honda","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Thysanolaena latifolia"
"Tilesia baccata","Tilesia baccata",5400111,"SPECIES","Tilesia baccata (L.) Pruski","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Tilesia baccata"
"Tithonia diversifolia","Tithonia diversifolia",5396557,"SPECIES","Tithonia diversifolia (Hemsl.) A.Gray","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Tithonia diversifolia"
"Torenia crustacea","Torenia crustacea",3171892,"SPECIES","Torenia crustacea (L.) Cham. & Schltdl.","Tracheophyta","Lamiales","Linderniaceae","EXACT_ACCEPTED","SPECIES","Torenia crustacea"
"Torenia thouarsii","Torenia thouarsii",7331635,"SPECIES","Torenia thouarsii (Cham. & Schltdl.) Kuntze","Tracheophyta","Lamiales","Linderniaceae","EXACT_ACCEPTED","SPECIES","Torenia thouarsii"
"Tragia","Tragia",3061520,"GENUS","Tragia Plum. ex L.","Tracheophyta","Malpighiales","Euphorbiaceae","HIGHERRANK_ACCEPTED","GENUS","Tragia"
"Tragia benthamii","Tragia benthamii",3061791,"SPECIES","Tragia benthamii Baker","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Tragia benthamii"
"Tragia senegalensis","Tragia senegalensis",3061809,"SPECIES","Tragia senegalensis Müll.Arg.","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Tragia senegalensis"
"Tragia spathulata","Tragia spathulata",3061846,"SPECIES","Tragia spathulata Benth.","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Tragia spathulata"
"Tragia volubilis","Tragia volubilis",3061705,"SPECIES","Tragia volubilis L.","Tracheophyta","Malpighiales","Euphorbiaceae","EXACT_ACCEPTED","SPECIES","Tragia volubilis"
"Tragus",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Tragus"
"Tragus berteronianus","Tragus berteronianus",5290129,"SPECIES","Tragus berteronianus Schult.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Tragus berteronianus"
"Tragus racemosus","Tragus racemosus",5290126,"SPECIES","Tragus racemosus (L.) All.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Tragus racemosus"
"Trema","Trema",2984500,"GENUS","Trema Lour.","Tracheophyta","Rosales","Cannabaceae","HIGHERRANK_ACCEPTED","GENUS","Trema"
"Trema angustifolium","Trema angustifolium",4159501,"SPECIES","Trema angustifolium (Planch.) Blume","Tracheophyta","Rosales","Cannabaceae","EXACT_ACCEPTED","SPECIES","Trema angustifolium"
"Trema micranthum","Trema micranthum",2984501,"SPECIES","Trema micranthum (L.) Blume","Tracheophyta","Rosales","Cannabaceae","EXACT_ACCEPTED","SPECIES","Trema micranthum"
"Trema orientale","Trema orientale",2984508,"SPECIES","Trema orientale (L.) Blume","Tracheophyta","Rosales","Cannabaceae","EXACT_ACCEPTED","SPECIES","Trema orientale"
"Trianthema portulacastrum","Trianthema portulacastrum",3084848,"SPECIES","Trianthema portulacastrum L.","Tracheophyta","Caryophyllales","Aizoaceae","EXACT_ACCEPTED","SPECIES","Trianthema portulacastrum"
"Tribulus cistoides","Tribulus cistoides",5421117,"SPECIES","Tribulus cistoides L.","Tracheophyta","Zygophyllales","Zygophyllaceae","EXACT_ACCEPTED","SPECIES","Tribulus cistoides"
"Tribulus terrestris","Tribulus terrestris",5421116,"SPECIES","Tribulus terrestris L.","Tracheophyta","Zygophyllales","Zygophyllaceae","EXACT_ACCEPTED","SPECIES","Tribulus terrestris"
"Trichanthecium glaucocladum","Trichanthecium glaucocladum",8028088,"SPECIES","Trichanthecium glaucocladum (C.E.Hubb.) Zuloaga & Morrone","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Trichanthecium glaucocladum"
"Trichilia martineaui","Trichilia martineaui",3849585,"SPECIES","Trichilia martineaui Aubrév. & Pellegr.","Tracheophyta","Sapindales","Meliaceae","EXACT_ACCEPTED","SPECIES","Trichilia martineaui"
"Trichilia prieuriana","Trichilia prieuriana",7357026,"SPECIES","Trichilia prieuriana A.Juss.","Tracheophyta","Sapindales","Meliaceae","EXACT_ACCEPTED","SPECIES","Trichilia prieuriana"
"Trichodesma indicum","Trichodesma indicum",8139855,"SPECIES","Trichodesma indicum (L.) R.Br.","Tracheophyta","Boraginales","Boraginaceae","EXACT_ACCEPTED","SPECIES","Trichodesma indicum"
"Trichodesma zeylanicum","Trichodesma zeylanicum",7294697,"SPECIES","Trichodesma zeylanicum (Burm.fil.) R.Br.","Tracheophyta","Boraginales","Boraginaceae","EXACT_ACCEPTED","SPECIES","Trichodesma zeylanicum"
"Triclicera",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Triclicera"
"Tricliceras pilosum","Tricliceras pilosum",4160944,"SPECIES","Tricliceras pilosum (Willd.) R.Fern.","Tracheophyta","Malpighiales","Turneraceae","EXACT_ACCEPTED","SPECIES","Tricliceras pilosum"
"Tridax procumbens","Tridax procumbens",3149462,"SPECIES","Tridax procumbens L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Tridax procumbens"
"Trifolium repens","Trifolium repens",5358748,"SPECIES","Trifolium repens L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Trifolium repens"
"Trigastrotheca stricta","Trigastrotheca stricta",9621654,"SPECIES","Trigastrotheca stricta (L.) Thulin","Tracheophyta","Caryophyllales","Molluginaceae","EXACT_ACCEPTED","SPECIES","Trigastrotheca stricta"
"Triplochiton scleroxylon","Triplochiton scleroxylon",3671814,"SPECIES","Triplochiton scleroxylon K.Schum.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Triplochiton scleroxylon"
"Triplophyllum protensum","Triplophyllum protensum",7925835,"SPECIES","Triplophyllum protensum (Afzel. ex Sw.) Holttum","Tracheophyta","Polypodiales","Tectariaceae","EXACT_ACCEPTED","SPECIES","Triplophyllum protensum"
"Tristemma hirtum","Tristemma hirtum",5600963,"SPECIES","Tristemma hirtum P.Beauv.","Tracheophyta","Myrtales","Melastomataceae","EXACT_ACCEPTED","SPECIES","Tristemma hirtum"
"Tristemma mauritianum","Tristemma mauritianum",3867175,"SPECIES","Tristemma mauritianum J.F.Gmel.","Tracheophyta","Myrtales","Melastomataceae","EXACT_ACCEPTED","SPECIES","Tristemma mauritianum"
"Triumfetta","Triumfetta",3152064,"GENUS","Triumfetta L.","Tracheophyta","Malvales","Malvaceae","HIGHERRANK_ACCEPTED","GENUS","Triumfetta"
"Triumfetta cordifolia","Triumfetta cordifolia",3152073,"SPECIES","Triumfetta cordifolia A.Rich.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Triumfetta cordifolia"
"Triumfetta pentandra","Triumfetta pentandra",7917001,"SPECIES","Triumfetta pentandra A.Rich. ex Guill. & Perr.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Triumfetta pentandra"
"Triumfetta rhomboidea","Triumfetta rhomboidea",3152069,"SPECIES","Triumfetta rhomboidea Jacq.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Triumfetta rhomboidea"
"Tropaeolum majus","Tropaeolum majus",2889934,"SPECIES","Tropaeolum majus L.","Tracheophyta","Brassicales","Tropaeolaceae","EXACT_ACCEPTED","SPECIES","Tropaeolum majus"
"Turraea heterophylla","Turraea heterophylla",7548387,"SPECIES","Turraea heterophylla Sm.","Tracheophyta","Sapindales","Meliaceae","EXACT_ACCEPTED","SPECIES","Turraea heterophylla"
"Typha","Typha",2702102,"GENUS","Typha L.","Tracheophyta","Poales","Typhaceae","HIGHERRANK_ACCEPTED","GENUS","Typha"
"Typha domingensis","Typha domingensis",5289534,"SPECIES","Typha domingensis Pers.","Tracheophyta","Poales","Typhaceae","EXACT_ACCEPTED","SPECIES","Typha domingensis"
"Ulex europeus","Ulex europaeus",2951984,"SPECIES","Ulex europaeus L.","Tracheophyta","Fabales","Fabaceae","FUZZY_ACCEPTED","SPECIES","Ulex europaeus"
"Uraria picta","Uraria picta",2956572,"SPECIES","Uraria picta (Jacq.) Desv. ex DC.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Uraria picta"
"Urena lobata","Urena lobata",3152253,"SPECIES","Urena lobata L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Urena lobata"
"Urera keayi","Scepocarpus keayi",11651590,"SPECIES","Scepocarpus keayi (Letouzey)","Tracheophyta","Rosales","Urticaceae","EXACT_SYNONYM","SPECIES","Scepocarpus keayi"
"Urginea","Drimia",2776527,"GENUS","Drimia Jacq. ex Willd.","Tracheophyta","Asparagales","Asparagaceae","HIGHERRANK_SYNONYM","GENUS","Drimia"
"Urochloa","Urochloa",2705813,"GENUS","Urochloa P.Beauv.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","GENUS","Urochloa"
"Urochloa arrecta","Urochloa arrecta",2705837,"SPECIES","Urochloa arrecta (Hack.) Morrone & Zuloaga","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa arrecta"
"Urochloa brizantha","Urochloa brizantha",2705862,"SPECIES","Urochloa brizantha (A.Rich.) R.D.Webster","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa brizantha"
"Urochloa comata","Urochloa comata",4150891,"SPECIES","Urochloa comata (Hochst. ex A.Rich.) Sosef","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa comata"
"Urochloa deflexa","Urochloa deflexa",4150831,"SPECIES","Urochloa deflexa (Schumach.) H.Scholz","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa deflexa"
"Urochloa dictyoneura","Urochloa dictyoneura",4150823,"SPECIES","Urochloa dictyoneura (Fig. & De Not.) Veldkamp","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa dictyoneura"
"Urochloa distachyoides","Urochloa distachyoides",10925440,"SPECIES","Urochloa distachyoides (Stapf) Sosef","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa distachyoides"
"Urochloa distachyos","Urochloa distachyos",10902071,"SPECIES","Urochloa distachyos (L.) T.Q.Nguyen","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa distachyos"
"Urochloa eminii","Urochloa eminii",4150772,"SPECIES","Urochloa eminii (Mez) Davidse","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa eminii"
"Urochloa fusca","Urochloa fusca",4150651,"SPECIES","Urochloa fusca (Sw.) B.F.Hansen & Wunderlin","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa fusca"
"Urochloa lata","Urochloa lata",4150427,"SPECIES","Urochloa lata (Schumach.) C.E.Hubb.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa lata"
"Urochloa maxima","Megathyrsus maximus",4108550,"SPECIES","Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","SPECIES","Megathyrsus maximus"
"Urochloa mutica","Urochloa mutica",2705848,"SPECIES","Urochloa mutica (Forssk.) T.Q.Nguyen","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa mutica"
"Urochloa polystachya","Urochloa polystachya",10788355,"SPECIES","Urochloa polystachya (Kunth) Mabb.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa polystachya"
"Urochloa ramosa","Urochloa ramosa",2705875,"SPECIES","Urochloa ramosa (L.) T.Q.Nguyen","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa ramosa"
"Urochloa reptans","Urochloa reptans",2705833,"SPECIES","Urochloa reptans (L.) Stapf","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Urochloa reptans"
